CVE_MUN,GM,IM,IMN,linear Component 1,linear Component 2,linear Component 3,rbf Component 1,rbf Component 2,rbf Component 3,cosine Component 1,cosine Component 2,cosine Component 3,sigmoid Component 1,sigmoid Component 2,sigmoid Component 3
1001,Muy bajo,60.3187950417198,0.944508383147691,-0.047377500748692215,0.057664683621696605,-0.05339607158661998,-0.0031636386288219145,0.03155744289288292,-0.023347373568598468,-0.018211167106670336,0.013827490426035325,0.009333262081585103,-0.04379241312398816,0.019672995857786695,0.012107545417010132
1002,Muy bajo,56.546071016613,0.885432775510777,-0.012725955120378949,-0.006067501725217214,0.011921597529262381,0.020798813686198108,-0.021883553733731256,-0.005427190072597801,-0.02297842502453496,-0.018424454165158505,0.00154655219877473,-0.013874443366702478,-0.009261476764582652,-0.00025660112630222776
1003,Muy bajo,57.0582509369582,0.893452800249523,-0.014226280195421572,-0.007677375405179283,0.0030152962426346205,0.024330893670837503,-0.016485234817748683,0.005005334215286906,-0.02558377403069553,-0.009377644718922351,-0.02129941750475292,-0.015379230563183612,-0.012238619757421862,-0.01687701514730119
1004,Muy bajo,57.1140301001378,0.894326224315631,-0.015146010769833901,-0.007914500745013736,0.009222952805038915,0.024114844678001943,-0.014104127781588675,0.0027059974933159262,-0.023192628052443952,-0.009822151692119004,-0.006967523133798669,-0.01695876343485311,-0.009540749444825317,-0.009932333189448375
1005,Muy bajo,59.0117616967172,0.924042059996595,-0.029013121768309776,0.011301869727401962,0.003774642958738836,0.03266955520694703,0.02496926973395061,-0.016433895755805245,-0.028574996204462456,0.005368588746103735,0.009932133671703388,-0.031081656808506296,0.0003920447456076683,0.007532768482029158
1006,Muy bajo,58.6247678266779,0.917982274581019,-0.025342486035810945,0.00583100378115445,0.0065451475872281865,0.03606499709251231,0.016992617850318175,-0.0034839202333298938,-0.02923429284440934,0.006390963029902632,0.003675126806770718,-0.027725363081440774,0.0017924763091664022,-0.0009724014745614851
1007,Muy bajo,57.6466713495514,0.902666644991035,-0.01918602303247541,9.770253705265554e-05,0.004523284659832097,0.03239015933001892,-0.000937648087767981,0.00895787137506044,-0.028171920033369095,0.00226297086008886,-0.0049255145642615366,-0.02096315003391692,-0.0014221264675594307,-0.009168816127298574
1008,Muy bajo,57.5275305589345,0.900801066021251,-0.01830419003493661,0.0014589092756883398,0.011194727549664796,0.032148969794833414,-0.001057449026691628,0.009943304320846037,-0.027914944303444766,0.003053284433717468,-0.0010998442120069701,-0.020300006790878674,0.0029348707199869355,1.2675620434096646e-05
1009,Muy bajo,56.6043143837497,0.886344785581358,-0.012610645600098383,-0.008181720136516782,0.011025341216021237,0.02151796674291643,-0.021988742858498958,-0.005880676269469595,-0.023516924379668482,-0.018513114283934096,-0.0012534337086195287,-0.013752087660266416,-0.011254915486784936,-0.0038652261203855846
1010,Muy bajo,56.5557942161932,0.885585027284178,-0.01301389743752528,-0.003973844884547824,0.013834062484730835,0.023914618499553602,-0.01948357435786122,-0.003212156249146874,-0.025771168501040807,-0.01452945018607927,0.004126445735633693,-0.014119260749935733,-0.005629680166710826,0.005458532065234138
