CVE_MUN,GM,IM,IMN,Perplexity 100 Component 1,Perplexity 100 Component 2,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 400 Component 1,Perplexity 400 Component 2
30013,Muy bajo,56.9675632906693,0.89203275792095,-16.734995,10.884487,-12.307659,-0.58432347,-7.644963,3.988596,-6.131562,2.9907703
30014,Bajo,55.483302719256,0.868791303055914,-8.918947,6.669131,-6.864885,-0.18919446,-3.977708,1.7421383,-3.108126,1.1218752
30015,Medio,53.9098981307141,0.844153976946648,-1.1703721,3.8693552,-2.4532523,0.13919654,-0.9252197,0.6673627,-0.37042087,0.34845912
30016,Muy bajo,57.8429325470823,0.905739822202654,-17.89975,9.599397,-12.819292,0.73519826,-8.400742,3.115488,-6.7172127,2.2388709
30017,Bajo,55.6939923923123,0.872090410113783,-1.6195883,-15.077777,1.6909854,8.017916,-1.4091763,-5.396525,-1.312679,-3.9085782
30018,Alto,49.7817115637169,0.779512320610017,22.574854,-6.87081,13.602743,-2.5426676,10.185739,-3.3383558,8.0901785,-2.9135582
30019,Alto,49.1695124632876,0.769926134710398,26.179338,-8.875367,16.169836,-1.8787092,11.439013,-4.7725644,8.990569,-4.1585116
30020,Muy alto,48.2813415085533,0.756018613649431,26.754759,-5.3870373,15.76185,-4.033491,12.0898075,-3.2140586,9.6053295,-2.9789264
30021,Bajo,55.0374615248938,0.861810050440765,-4.618478,6.4531093,-7.38982,-4.8269286,-3.3322232,5.281478,-2.5256824,3.5154898
30022,Medio,53.1583508504644,0.832385792485457,0.7153975,12.544698,-3.0063682,-7.0538354,0.860123,5.135748,0.6214721,3.5081444
30023,Alto,51.5812814478897,0.807691080488853,16.259651,-10.150972,10.649487,0.48729634,7.1321235,-4.005435,5.5911393,-3.1498342
30024,Medio,53.018026480671,0.830188508147497,13.939511,-10.945471,9.690255,1.5654871,6.3498316,-4.264077,4.818144,-3.1971128
30025,Alto,49.6222928365234,0.777016045209275,24.41996,-8.47245,15.444459,-1.874582,11.141724,-4.627387,8.782023,-4.0659323
30026,Muy bajo,58.3917062825881,0.91433285515827,-23.045012,9.96316,-15.579895,0.9393333,-10.135801,4.0612917,-8.064852,3.0565593
30027,Alto,48.9790001977968,0.76694297777359,18.104053,5.2256618,8.577043,-8.079586,8.979839,2.1768124,7.5724273,1.5376122
30028,Muy bajo,59.9383548010404,0.938551218447039,-28.693867,9.18467,-18.532707,2.1689916,-12.541583,4.1097383,-10.007549,3.074097
30029,Alto,50.2982267223291,0.787600229146562,23.00163,-7.405455,13.985637,-2.227125,10.26544,-3.6989787,8.10511,-3.231483
30030,Bajo,55.9229698962634,0.875675879151826,-10.772899,12.767958,-9.582289,-3.8863404,-5.075942,5.3809257,-4.236561,4.08625
30031,Alto,50.7052031188846,0.793972913117189,7.938763,-1.3842587,4.0172734,-1.4302837,4.0518985,-0.3312395,3.580299,0.08433367
30032,Medio,54.1313422847645,0.847621484209598,-0.049277086,5.7221813,-3.535863,-3.792248,-0.993323,2.905835,-0.68515426,2.040236
30033,Alto,51.7466695734049,0.810280828359547,14.429824,6.3198843,6.221829,-7.6233673,7.269637,2.7905788,6.14301,2.1176217
30034,Muy bajo,57.3423392974746,0.897901228602193,-18.140326,13.413911,-12.6938925,-1.8965937,-7.409392,4.897385,-5.9484754,3.6778822
30035,Medio,53.1968008395521,0.832987865802741,0.8397778,6.016688,-0.53336656,-4.7474036,-0.06519178,2.761113,0.5463792,1.5113065
30036,Bajo,54.8633037949111,0.85908298276899,-0.9942228,12.658767,-4.1046314,-6.2725816,-0.29410714,5.07589,-0.42430446,3.5991583
30037,Alto,49.369583499505,0.773058968693598,21.946508,-4.877263,12.983524,-3.3219986,10.073672,-2.9801884,8.048425,-2.665917
30038,Muy bajo,57.6573520249301,0.902833889502898,-19.087727,9.124719,-13.620625,1.3796816,-9.129095,3.1495543,-7.312594,2.3260846
30039,Muy bajo,58.7811576958087,0.920431122279839,-30.016508,12.988621,-19.848942,0.2429154,-12.804696,5.785148,-10.196469,4.398233
30040,Muy bajo,57.0567698945525,0.893429609186653,-13.814703,14.499179,-13.898055,0.6738308,-9.316924,3.7445621,-7.52053,2.8026783
30041,Muy alto,47.7451125609964,0.747622014614194,19.225761,7.133966,8.967653,-9.4053135,9.715987,2.8951826,8.182419,2.0624957
30042,Alto,51.4520140111073,0.805666932333629,8.368125,-2.232615,4.550571,-0.99750733,4.035707,-0.83959526,3.4180017,-0.43112972
30043,Alto,50.1457971533641,0.78521339423669,11.763401,-0.33956504,6.058538,-3.3602352,6.039056,0.26545483,5.445217,0.19790623
30044,Muy bajo,57.7341582231041,0.904036567673157,-25.7744,13.58498,-17.630127,-0.74199104,-10.844033,5.7310495,-8.508636,4.2849565
30045,Bajo,55.8650223492314,0.874768501212382,-10.06087,4.8041835,-7.768836,0.8275256,-5.0864515,1.6902249,-4.1707206,1.3321732
30046,Medio,52.8314891374496,0.827267592961428,13.985187,-12.400519,9.532696,2.4866743,5.636049,-4.91851,4.271862,-3.784143
30047,Alto,52.610975125848,0.823814650434722,2.7284892,12.711784,-2.0822747,-7.7827573,1.6896038,5.225711,6.012633,-1.1012845
30048,Muy bajo,56.7042527764036,0.887909681723508,-14.272747,16.10437,-14.471696,-3.345628,-8.444776,6.236102,-6.7982774,4.569983
30049,Medio,53.5498089396363,0.838515481359682,1.9452012,-5.8070984,2.9241214,2.0399597,1.9567913,-2.407373,1.6015962,-2.0420926
30050,Muy alto,47.0940515356414,0.73742730505537,19.92689,6.684891,9.61927,-9.16944,10.043223,2.4402163,8.391882,1.6471014
30051,Alto,50.9503067372707,0.797810894664158,19.7775,-2.8694322,11.384462,-3.6415465,9.217142,-2.0336149,7.3577228,-1.8820125
30052,Medio,54.506740144576,0.853499692243469,0.5354789,-11.1843815,2.7437503,5.2051077,0.4974013,-4.169798,0.40893292,-3.0401368
30053,Bajo,56.0612989906812,0.877841920254279,-10.639862,3.0329883,-7.4191985,2.2035952,-5.108932,0.89015937,-4.025181,0.82471025
30054,Medio,53.8543274927286,0.843283818094868,4.6830096,-15.311973,5.3242474,6.5667005,1.3291676,-5.9220743,0.85883147,-4.344045
30055,Alto,50.6519470361844,0.793138996979952,15.955523,6.6536503,7.1417236,-8.290348,8.119022,2.8558064,6.8387756,2.1948378
30056,Alto,50.3500132998861,0.788411134878404,16.706007,1.8036666,8.8363285,-5.836562,8.356928,0.33188844,6.8449125,-0.18885326
30057,Alto,51.0061671657417,0.79868559123163,18.485403,-6.8861837,10.925996,-1.2969762,7.8856664,-3.0600102,6.281655,-2.4638035
30058,Alto,52.0779826471611,0.815468729997713,15.06295,3.9186249,7.0669374,-6.5057535,7.4072695,1.7517706,6.10098,1.3995711
30059,Medio,54.1765347564981,0.848329135421431,-3.8319073,6.559396,-6.7029076,-5.0280933,-2.0301552,4.680316,-1.831656,3.4739053
30060,Alto,52.1024064864253,0.815851173329311,9.953501,8.3656435,3.6787887,-7.9291506,5.7767596,3.7123613,5.221207,2.6155226
30061,Alto,52.4686953830419,0.821586747676726,6.605487,9.21038,1.028951,-7.886635,3.5763977,4.826357,2.6736307,3.6810575
30062,Medio,53.8800907158998,0.843687234314394,0.71860164,11.54506,-2.8666406,-6.381741,0.5680974,4.6689916,0.21468085,3.0388575
30063,Alto,52.2970294198516,0.818898697605066,12.314536,-15.795843,10.245086,4.216879,5.601186,-6.025388,4.314021,-4.568829
30064,Muy alto,45.9446827556425,0.719429789566436,19.721891,8.173136,8.996704,-10.2216215,10.037862,3.4558637,8.449492,2.536454
30065,Muy bajo,57.9180984558644,0.90691681572387,-22.439102,3.6688483,-14.266151,4.4781084,-10.573687,1.1939199,-8.519387,0.6443711
30066,Alto,50.9405757282137,0.797658520605219,15.781284,6.460263,6.921169,-8.217675,7.899111,2.9067714,6.6758814,2.1631227
30067,Alto,48.854444037164,0.764992601646066,23.574915,-1.7115835,13.395681,-5.33541,11.255415,-1.591387,9.290658,-1.6408151
30068,Muy bajo,57.6026104299342,0.901976712310536,-18.123755,8.900898,-12.884004,0.7336218,-8.513885,3.259018,-6.8315954,2.4097679
30069,Bajo,54.8675235247525,0.859149057865601,-4.502739,6.356509,-7.8008094,-5.1454825,-3.5122118,5.959851,-2.7823465,4.237964
30070,Alto,49.701965680115,0.778263611057191,17.231472,7.810885,7.438705,-9.421723,8.682975,3.5421946,7.34309,2.694003
30071,Bajo,54.8656146485489,0.859119167520884,-3.4305854,9.57705,-5.0767875,-3.8546894,-1.8042201,3.6239817,-1.5235573,2.6254444
30072,Alto,52.3385952700858,0.81954956097148,3.460952,4.711336,2.0168211,-4.9166365,3.7587004,2.4872854,2.7004228,-0.8201334
30073,Alto,52.4786068366963,0.821741947246932,16.254004,-13.2229,10.29005,2.1561563,6.1563506,-4.8797803,4.5454454,-3.5885565
30074,Bajo,55.6190103332648,0.870916295423544,-3.6854522,-10.342874,-0.45240813,5.9038334,-1.9774143,-3.3524897,-1.6460401,-2.3315928
30075,Alto,51.6037242117298,0.808042502936421,13.208996,3.742293,6.030921,-6.066159,6.806121,1.7636688,5.7326603,1.2863039
30076,Muy alto,45.6066667983378,0.714136930100474,20.899912,7.064202,10.0575695,-9.696513,10.562101,2.6027784,8.836225,1.7575226
30077,Bajo,55.0426045386878,0.861890582879115,-6.9988384,4.7712126,-5.4853835,-0.63471574,-2.7736623,2.3073037,-2.0484478,1.9377339
30078,Alto,50.8736037088946,0.796609831989349,15.780084,3.349307,7.8636913,-6.3220005,7.9155626,1.17904,6.658146,0.77675265
30079,Alto,52.1614453649608,0.816775640001263,17.979471,-9.727659,11.358939,0.35172272,7.6105723,-4.3520794,5.9402494,-3.5776687
30080,Medio,53.3038972974176,0.834664847284042,3.122056,7.2773294,0.09142983,-5.642178,2.4526942,3.2114453,3.625166,-1.2635475
30081,Bajo,55.2327739456133,0.864868371127953,-7.0898743,8.113024,-7.018614,-2.4410694,-3.552504,3.4565134,-2.923389,2.634003
30082,Bajo,55.0801602038577,0.862478652328499,-12.138598,17.185318,-9.029917,-5.290801,-4.142079,6.2691946,-3.3444996,4.6603994
30083,Alto,49.8763796571413,0.780994691201042,17.471775,2.5756133,8.995447,-6.6179237,8.775061,1.0121357,7.3994727,0.5564697
30084,Medio,52.8517744294471,0.827585232402552,5.7417984,-14.304932,5.84892,5.230506,2.33849,-5.1050153,1.8814415,-3.532133
30085,Muy bajo,56.7286961183117,0.888292430439365,-14.605647,8.332083,-10.409404,0.2924685,-6.659602,2.7622418,-5.35531,1.9955953
30086,Medio,53.2018909695543,0.83306757015451,2.1415522,11.754485,-2.0326624,-7.1209307,6.705881,-2.6711724,5.1544957,-1.8864169
30087,Muy bajo,59.3088345677776,0.928693807713509,-32.333637,13.547745,-21.288374,0.21581176,-13.797503,6.2814016,-11.035209,4.824084
30088,Medio,54.0916139014928,0.846999393018568,7.4087925,-16.854277,7.382611,6.4132614,2.8409376,-6.5931573,2.0330482,-4.9283376
30089,Bajo,55.3151513893265,0.866158287249713,-12.570685,17.754187,-9.376132,-5.434839,-4.500047,6.5953946,-3.8553054,5.1250196
30090,Medio,54.414318076506,0.852052491283643,1.5808775,-12.269882,2.4153173,5.7177367,-0.073947296,-4.1253905,-0.14983556,-2.9130154
30091,Alto,51.9686438347193,0.813756636364489,14.215058,1.8562964,6.931088,-4.8504233,6.560595,-0.014331277,5.0228925,-0.6950095
30092,Bajo,55.3059300335625,0.866013893652046,-1.4078052,12.336012,-4.443557,-5.824033,-0.765881,4.9568005,-0.8385198,3.524467
30093,Bajo,54.7423856465128,0.857189572849945,-0.8157201,-10.597535,1.2050977,5.3352766,-0.57747,-3.5305147,-0.48586336,-2.4632683
30094,Medio,54.1922829836486,0.848575730741398,-1.3654071,3.9346583,-2.5411868,-0.032305386,-0.90855527,0.90214807,-0.3729824,0.5586176
30095,Alto,52.4703154762172,0.821612116081127,14.8896885,-12.7438345,10.027635,2.4807265,5.8593106,-5.075009,4.3273554,-3.8511028
30096,Medio,54.5534728512334,0.854231461390626,7.921555,-17.655539,8.028141,6.47399,3.2571137,-6.9438977,2.290197,-5.2441406
30097,Muy bajo,57.5679064681771,0.901433296567809,-17.773119,11.220038,-12.783799,-0.5056461,-8.045099,3.8506775,-6.497287,2.7499871
30098,Alto,52.113689590025,0.816027851028699,17.721855,-7.1338477,10.898685,-1.3601328,7.885883,-3.0021977,6.3368025,-2.444574
30099,Medio,52.9447096841093,0.829040469150197,6.7719665,10.222385,0.37714684,-8.358587,2.74604,5.4688497,1.8449377,3.894267
30100,Bajo,55.4008844742762,0.867500748043104,-9.2640915,-0.20555024,-4.454169,3.2843804,-3.2574484,-1.0365795,-2.1686344,-0.92471343
30101,Bajo,54.7713917159327,0.857643767528574,-3.2843952,9.041074,-4.7351093,-3.3061435,-1.5782689,3.1513267,-1.2326281,2.1310534
30102,Bajo,55.9617321865995,0.876282842672021,-11.464878,12.12927,-9.445454,-3.1669126,-5.2245483,4.812606,-4.33375,3.6457717
30103,Muy alto,47.8548694497225,0.749340654740184,23.209803,-1.0590382,12.998508,-5.8506165,11.151058,-1.0183297,9.158606,-1.1837322
30104,Alto,50.6920219308418,0.793766514057035,17.924265,-2.4059303,10.057022,-3.1685865,8.14278,-1.6669142,6.522299,-1.4268866
30105,Muy bajo,58.2767616777666,0.912532982618103,-24.255281,6.5474305,-15.755233,2.7759395,-10.9480715,2.8975556,-8.74469,2.1462739
30106,Medio,53.8320773126539,0.842935411241042,10.943707,-11.308892,7.715914,2.5459914,4.67517,-4.2443757,3.5687833,-3.1780362
30107,Alto,51.3990081406163,0.804836934171361,19.631763,-7.002847,12.039514,-1.8890569,8.828008,-3.1745362,6.96826,-2.654374
30108,Muy bajo,56.5739942316995,0.88587001419758,-13.890953,15.841091,-15.207814,-3.3595128,-9.367185,6.5146923,-7.8105464,4.8181562
30109,Bajo,55.4429269646991,0.86815907493152,-8.5449915,7.597623,-7.2313886,-1.2336996,-3.9935932,2.7089984,-3.1868334,1.9771051
30110,Muy alto,40.8998289988401,0.640434400786566,23.523321,6.05442,12.132825,-9.584835,11.841997,1.6731273,9.779025,0.874202
30111,Bajo,55.0405481384462,0.861858382513276,-10.958237,9.75838,-6.120282,0.42194772,-4.195145,1.7719471,-3.4739065,1.7429562
30112,Bajo,55.6844298970968,0.871940674747078,-7.8092337,6.907443,-6.153548,-1.0468075,-3.3459172,2.1306899,-2.5918512,1.4282568
30113,Alto,52.2020067211402,0.817410774388759,11.712435,-5.80906,7.384469,-0.4618595,5.304217,-2.238844,4.365002,-1.6458116
30114,Medio,54.2916732554398,0.850132044073672,1.2407364,-15.26837,3.5953305,7.2275,0.13060008,-5.666731,-0.07944646,-4.187577
30115,Bajo,55.8553561974928,0.874617142728786,-8.152189,9.066719,-7.5995183,-2.116255,-4.1128173,3.530162,-3.3325152,2.6637816
30116,Bajo,54.8078088604078,0.858214009328385,-4.309052,7.0724955,-7.3102136,-5.317637,-3.1180046,5.85087,-2.4153967,4.2116985
30117,Medio,52.8240846655804,0.82715164923695,8.061478,-8.109881,5.6604915,1.9810458,3.395275,-3.2656791,2.6644235,-2.5053937
30118,Muy bajo,59.5446692320251,0.932386650338507,-26.266531,10.743209,-17.417236,0.9161126,-11.43952,4.5851297,-9.130989,3.4714513
30119,Bajo,55.546500754102,0.869780896327286,-6.351994,5.4643307,-7.047271,-4.840777,-3.328428,5.1214523,-2.596723,3.592912
30120,Bajo,54.9002382535644,0.859661324988874,-4.1823626,13.455682,-6.8408318,-5.7441454,-2.4309201,6.003318,-1.9166379,4.5754895
30121,Alto,50.49407222158,0.790666897101655,16.22454,8.058225,6.930705,-9.17083,8.294041,3.5646698,7.0312366,2.7578232
30122,Alto,51.4271254568614,0.805277212212174,4.445186,13.000832,9.741421,-3.135454,7.9450655,-1.572347,6.3214803,-1.3382735
30123,Bajo,55.8940667697526,0.875223296415885,-11.539863,10.364612,-8.855626,-1.5829111,-5.1442623,3.4615765,-4.221936,2.593661
30124,Alto,51.8642083061676,0.812121321332958,13.566585,9.680481,5.2160764,-9.624633,7.314506,4.4557443,6.2868614,3.463773
30125,Medio,53.7917728709119,0.842304299776082,-2.4476314,3.9982433,-2.5871232,-0.4830021,-0.70545685,1.39949,-0.2685516,1.1575952
30126,Bajo,55.6369047560395,0.871196497180071,-8.293835,-2.449043,-4.485942,4.689928,-3.963858,-1.8824809,-3.1709545,-1.5397028
30127,Alto,48.7844945403974,0.7638972898772,23.504246,-6.0482383,14.99709,-3.4259965,11.57497,-3.36246,9.256113,-3.0712621
30128,Bajo,56.1143746702857,0.878673011530108,-5.810108,11.16561,-6.467644,-3.0876892,-3.2626646,3.9715421,-2.704745,3.0161815
30129,Alto,52.6280506313362,0.824082029086251,1.485869,6.6698275,-0.7386951,-7.135656,2.1829276,4.9701524,1.4672695,2.9618466
30130,Medio,52.6700034380511,0.824738951652615,3.522018,6.038727,4.8923073,-5.033429,5.618697,-0.7001189,3.8679976,-1.4792576
30131,Muy bajo,58.1970083813724,0.911284156991266,-28.44124,11.749702,-18.594263,0.65751785,-12.042035,5.136064,-9.556142,3.8977468
30132,Medio,53.8867242923627,0.843791106889687,1.623921,10.445023,-2.705613,-6.155645,0.66607076,4.550101,0.22871016,3.13379
30133,Bajo,56.0071821284793,0.876994525508014,-13.251963,17.295185,-14.182592,-4.3978834,-7.933228,7.084732,-6.3676944,5.408778
30134,Bajo,55.6769702812887,0.87182386754526,-9.656216,1.5660948,-4.5007257,3.3472493,-3.4630103,-0.9867725,-2.520716,-0.9007116
30135,Medio,54.3375751932456,0.850850804536814,-1.9785091,12.933053,-4.6968403,-6.459868,-0.357119,5.53927,-0.49054924,3.9395463
30136,Bajo,54.8417842803423,0.8587460171201,-0.47873807,-9.296807,1.3327582,4.4872665,-0.16873057,-3.1018019,0.01912463,-2.200347
30137,Muy alto,48.2762994969318,0.755939662764534,26.794365,-3.082519,15.0269,-5.5629625,12.073936,-1.8015062,9.71478,-1.8731959
30138,Muy bajo,59.1281255009264,0.925864155224037,-24.23391,10.36749,-16.11825,0.69755214,-10.455372,4.399004,-8.3625555,3.3438346
30139,Medio,53.2000657144525,0.83303898919987,5.2477818,-14.494326,5.6777163,5.6729226,1.983399,-5.499595,1.4743783,-3.9873056
30140,Alto,50.2183598523816,0.786349625115945,21.951057,-0.7756613,12.149512,-4.942207,10.023198,-1.3849185,8.009992,-1.3018624
30141,Medio,53.7020786815932,0.840899813601043,-0.16385931,5.5802135,-0.82849675,-4.4203906,-0.5190358,2.5791306,0.04403108,1.576647
30142,Medio,52.6996858258936,0.825203736536493,5.7581544,-14.010676,5.9075255,5.086072,2.5097208,-5.0662665,2.1077816,-3.4969394
30143,Medio,52.7185044833461,0.825498410521794,16.340137,-14.134445,10.125049,3.121534,5.5285926,-5.6194654,3.8211846,-3.8992581
30144,Medio,52.7892231222939,0.826605765986782,4.0214114,7.9837976,0.5138532,-6.8170877,3.0507667,4.1462655,2.2635603,2.9101517
30145,Bajo,54.9899881140144,0.86106668289635,-5.179708,6.378226,-7.2984476,-4.097912,-3.4159606,2.7143393,-2.6806586,2.03542
30146,Medio,53.6295802826039,0.839764589570741,10.801981,-11.888858,7.833757,3.0029933,4.5277653,-4.661799,3.3911057,-3.550069
30147,Muy alto,47.7079011686475,0.747039335998054,27.873764,-4.585916,16.372137,-4.7121844,12.839443,-3.0279253,10.280555,-2.9772015
30148,Bajo,55.2507396629776,0.865149689258532,-10.793061,0.002905811,-5.809438,2.6887536,-3.8831823,0.23479164,-2.0693336,0.9298054
30149,Muy alto,48.4459059100172,0.758595463147881,26.474115,-6.670048,15.889023,-3.3256392,11.886259,-3.7304323,9.416852,-3.3695512
30150,Medio,53.1691224482705,0.832554460715993,9.309502,8.883481,2.719193,-8.025892,5.00042,4.198814,4.374168,3.165912
30151,Alto,50.7005752486546,0.793900447110112,16.974283,7.9911947,7.186534,-9.647904,8.607289,3.843522,7.29097,2.9888868
30152,Alto,51.7374201211856,0.810135994810491,14.346301,6.5251317,6.1753845,-7.8408136,7.288805,2.9990652,6.118682,2.3490176
30153,Medio,53.3830038144498,0.835903545246209,6.5603604,-14.104533,6.169292,5.0675764,2.5148547,-5.2077003,1.9674565,-3.780532
30154,Alto,52.1125407426388,0.816009861677511,14.517722,2.5096865,7.26305,-5.2290463,6.95798,0.23273493,5.192163,-0.7291238
30155,Muy alto,48.3527873628133,0.757137356294125,18.38151,9.508154,7.9039164,-10.55332,9.449219,4.0520234,8.008566,3.046316
30156,Alto,51.5486067297685,0.807179439877313,18.137882,-7.504129,11.162525,-1.1314534,7.9788494,-3.2799304,6.317093,-2.7035527
30157,Muy alto,48.6788338046811,0.762242789806625,18.848982,9.175161,8.09052,-10.577782,9.52833,4.061478,8.045143,3.093586
30158,Alto,52.3361651893187,0.819511509288672,14.536268,7.735886,5.846815,-8.604299,7.334381,3.5991855,6.2066574,2.8074086
30159,Muy alto,41.7826042040739,0.654257431919757,24.449915,5.0168705,12.992667,-9.030567,12.337208,0.7532668,10.221237,-0.17670386
30160,Medio,53.4754164455517,0.837350598436248,11.507271,9.148439,3.828039,-8.601057,5.9729886,4.2188506,5.088223,3.242272
30161,Alto,51.8961726927213,0.812621839140737,9.46802,8.334893,3.5245254,-7.7041783,5.759972,3.4590504,5.265253,2.2051067
30162,Alto,50.2762036032996,0.787255377752696,10.56234,-1.9285578,5.956503,-1.912009,5.4874754,-0.8043048,4.9429135,-0.6806403
30163,Alto,52.0366369006151,0.814821313148733,16.392782,-9.011143,10.405579,0.08730662,7.1042004,-3.7947507,5.591136,-3.1268396
30164,Bajo,56.1153983050551,0.878689040225978,-7.650299,6.4326434,-6.973248,-1.4760921,-4.003151,2.9780638,-3.2727642,2.2616775
30165,Muy alto,47.8033673396414,0.748534203373113,18.77373,8.689756,8.258537,-10.265539,9.56167,3.7738204,8.079233,2.8381267
30166,Medio,52.6832101379783,0.824945750193373,14.582535,-13.839675,10.160155,3.1392992,5.752198,-5.6720276,4.3380613,-4.3858967
30167,Medio,53.6498530722075,0.840082033241775,-1.0046971,8.187157,-1.5597202,-4.985258,0.32252067,3.442048,0.43748578,1.929745
30168,Muy alto,47.1039218402517,0.737581860288813,23.411545,2.5639176,12.552902,-7.6333947,11.373376,0.24200335,9.313665,-0.28978902
30169,Alto,52.5117591280733,0.822261065991006,11.157503,7.3396983,5.062464,-6.67027,6.173353,2.7740958,5.3139467,2.079168
30170,Muy alto,46.2967654177397,0.724942914052456,20.673567,3.5617146,10.98926,-7.551044,10.650425,0.8764207,8.860016,0.19403689
30171,Alto,50.0187751738277,0.783224406816879,20.319096,-0.15958509,11.990329,-4.398804,9.793115,-1.8088952,7.834462,-1.8207216
30172,Alto,50.8699241154645,0.796552214677219,15.404011,8.3564415,6.457794,-9.615072,8.1538515,4.009235,6.9719076,3.0695705
30173,Muy alto,48.6364470246558,0.761579071822192,18.3307,8.259713,8.090363,-9.897751,9.310814,3.5943732,7.8694634,2.692624
30174,Bajo,55.5437587919481,0.869737961016014,-9.299161,5.1105514,-7.095429,0.26311898,-4.316015,1.8833085,-3.430993,1.4542086
30175,Medio,53.1694221476492,0.832559153591164,12.296493,9.311283,4.2097282,-9.029591,6.349397,4.44255,5.4172,3.4876058
30176,Medio,52.903681218288,0.828398020475798,6.316584,-7.900911,5.67284,-5.134453,2.4642973,-4.376005,2.097287,-2.5236297
30177,Alto,52.1026897541718,0.81585560890799,15.823422,-7.2279615,9.695647,-0.82520443,6.994774,-2.8962288,5.59877,-2.259126
30178,Medio,54.5505881805022,0.854186291461645,-5.6988125,4.81674,-5.0724072,-0.44152477,-2.712331,1.9224104,-2.1336021,1.7029928
30179,Medio,54.0605852526015,0.846513527560293,8.999404,-14.032443,7.1164937,4.515365,3.1927881,-5.423912,2.2181144,-4.034513
30180,Muy alto,48.1120254634698,0.753367360024882,19.379492,4.4167995,9.728288,-7.8056316,9.575654,1.5178262,8.006112,0.9164199
30181,Medio,54.0408778972904,0.846204937803351,-1.9825027,3.2239275,-2.048851,0.550116,-0.7127754,-0.15280962,-0.06522855,-0.3864998
30182,Bajo,55.5016247757763,0.869078200961748,-4.9665785,9.832717,-5.2876725,-2.6577258,-2.058216,2.9344363,-1.540615,1.9586005
30183,Bajo,55.2632775896954,0.86534601574158,-2.630393,11.317474,-4.7889514,-4.989037,-1.2452427,4.3927336,-1.2277158,3.123845
30184,Alto,49.3751418055862,0.773146004031192,25.564032,-9.056002,15.782039,-1.5869447,11.119675,-4.7640595,8.741807,-4.099048
30185,Medio,52.6663387561566,0.824681567834378,12.734882,-7.1271877,8.112883,-0.17797394,5.6738005,-2.7427907,4.443427,-2.052234
30186,Bajo,54.9961271865583,0.861162812228483,-0.16399242,-12.676829,2.5236185,6.5692787,-0.17357409,-4.94967,-0.21167624,-3.6299932
30187,Alto,52.3907169934593,0.820365714620377,16.655058,-7.7977204,10.328701,-0.49061093,7.135532,-3.412883,5.647376,-2.7562704
30188,Medio,52.96441307016,0.829348996754047,13.547058,-12.621278,8.815409,3.2623103,4.7586513,-5.0875115,3.529554,-3.8047981
30189,Muy bajo,56.6910782717395,0.887703387315763,-14.326714,16.79735,-14.669166,-3.739631,-8.636116,6.7713695,-7.1365333,5.1122828
30190,Medio,53.4232356540971,0.836533519863408,4.6713424,-13.874269,4.924178,-5.5042577,1.6365671,-5.5284624,1.0856924,-4.1217847
30191,Muy bajo,57.7183789417571,0.903789486087691,-18.43192,3.4433572,-11.56777,3.170486,-8.300635,1.4034134,-6.6277547,0.9794811
30192,Bajo,55.8690284800342,0.874831231645321,-7.728098,5.3969603,-6.319244,-0.8601627,-3.6336787,2.540464,-2.8930056,2.0445707
30193,Muy bajo,59.273734510766,0.928144189670352,-33.215687,14.01422,-21.884092,0.08399927,-14.175014,6.557421,-11.354948,5.0519
30194,Medio,53.0742946419513,0.831069589243312,14.857264,-7.509585,8.290453,0.30951262,5.783352,-3.1043723,4.5071483,-2.3235812
30195,Muy alto,48.1558708745428,0.754053918141508,26.940659,-3.8781493,15.636489,-5.0153127,12.379866,-2.4724653,9.921126,-2.4366028
30196,Bajo,55.2821233334062,0.865641113859989,-9.101805,2.258062,-5.210781,2.9831636,-3.880913,-0.5141577,-2.9572332,-0.484147
30197,Medio,52.7375604419443,0.825796800312777,14.016315,-12.624421,9.450349,2.728649,5.389066,-5.0310764,4.010655,-3.806018
30198,Alto,48.9017604313953,0.765733510528296,20.563072,-1.744217,11.401359,-4.6509237,9.483867,-1.188789,7.7917542,-1.3120968
30199,Medio,54.3045480281877,0.850333645096756,-1.9924755,13.22696,-4.7049155,-6.323132,-0.4874515,5.427653,-0.5116768,4.0410075
30200,Medio,54.1251349689615,0.847524286283004,6.087814,-16.734665,6.0344696,6.859528,1.6576473,-6.3092723,1.1197096,-4.640694
30201,Alto,48.799211329358,0.764127734310592,22.187895,2.3695526,11.894709,-7.185773,10.755739,0.13131905,8.771524,-0.33582613
30202,Muy alto,47.0184151832003,0.736242945041184,20.861847,3.3676596,11.010338,-7.461634,10.45771,0.755441,8.629741,0.11676849
30203,Muy alto,46.5392743680699,0.728740266708736,21.387535,3.9729095,11.127462,-8.137187,10.784464,1.1764106,8.894375,0.5128011
30204,Bajo,56.4553040260628,0.884011490761497,-13.639182,17.033398,-13.989643,-3.9141889,-7.584487,6.6622043,-6.0799656,5.0015807
30205,Bajo,55.9630391153659,0.876303307357616,-10.154782,6.765813,-7.8497915,-0.21723805,-4.7713456,2.3152628,-3.8363469,1.6493365
30206,Muy bajo,58.7087524845057,0.919297357439013,-25.524963,8.159579,-16.860397,2.1976624,-11.474039,3.6417608,-9.159757,2.738712
30207,Medio,53.92190547191,0.844341995198852,-3.6576455,5.421477,-3.647939,-1.070996,-1.1279769,2.0076048,-0.7250425,1.5125538
