CVE_MUN,GM,IM,Perplexity 100 Component 1,Perplexity 100 Component 2,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 400 Component 1,Perplexity 400 Component 2
14055,Bajo,-1.038,-20.538612,10.294768,-13.1226225,-0.20156308,-9.054749,3.954377,-7.138051,3.1631572
14118,Bajo,-0.879,-17.024,4.954089,-10.325303,2.499939,-7.756745,1.3725873,-6.232857,1.0859605
14002,Muy bajo,-1.392,-27.006546,6.5794377,-16.250343,2.1432993,-11.508941,3.1415005,-9.037738,2.6074295
14021,Bajo,-0.841,-16.715004,3.1927874,-9.968819,3.0880003,-7.594752,1.0802572,-6.11527,0.9659664
14001,Bajo,-0.824,-15.703885,2.9151442,-9.71153,3.294184,-7.590161,0.82143223,-6.1976147,0.70999324
14033,Bajo,-0.81,-15.339039,3.0546944,-9.386574,3.065754,-7.2513556,0.8744686,-5.8743024,0.7091776
14096,Bajo,-0.71,-11.853704,6.221513,-8.186452,0.17394468,-5.799726,2.670008,-4.5923367,2.2024472
14116,Muy bajo,-1.127,-20.21078,6.306228,-12.475857,1.8750392,-9.2154045,2.487699,-7.383304,2.1377826
14009,Muy bajo,-1.265,-22.908731,5.714006,-14.481985,2.3155258,-10.521952,2.655121,-8.354011,2.2059538
14036,Muy bajo,-1.255,-23.141006,6.887718,-14.43348,1.2323792,-10.256835,3.3929708,-8.089199,2.7905402
14086,Bajo,-0.577,-14.559636,-1.67497,-6.632592,4.9050717,-6.1675215,-0.7159758,-5.031832,-0.5252582
14048,Bajo,-0.677,-15.0381,2.356077,-8.771565,3.3771918,-6.616514,0.2966548,-5.2594433,0.0060474807
14061,Muy alto,3.03,15.6543455,1.8212178,15.906398,4.35038,9.530028,4.2768607,7.5460386,4.0943747
14045,Bajo,-0.616,-14.041754,1.5205475,-7.8185186,3.4687302,-6.185179,0.036895283,-4.8912015,-0.12086359
14125,Bajo,-0.812,-15.52457,2.9123313,-9.563423,3.2644167,-7.4915686,0.7464928,-6.125748,0.5930398
14027,Alto,0.815,10.661394,1.527938,12.2877,4.7373037,5.9664626,4.002443,4.275396,3.4233081
14029,Medio,-0.333,-4.5251207,-12.537314,-0.020254923,7.748868,-2.5887575,-4.336698,-2.3902106,-3.3223994
14051,Muy bajo,-1.363,-24.64923,5.796536,-15.447233,1.8582885,-10.988394,3.3870142,-8.672164,2.7618737
14109,Bajo,-0.606,-13.84277,2.4328701,-8.022805,2.7241821,-6.1337028,0.8321257,-4.798268,0.67055506
14123,Medio,-0.484,-6.461197,-11.329532,-1.3717318,7.2024584,-3.2764895,-3.4821684,-2.897359,-2.6865888
14025,Muy bajo,-1.181,-20.359268,6.424476,-12.511987,1.6792232,-9.219192,2.6061099,-7.388166,2.2085936
14114,Bajo,-0.896,-16.789389,3.014248,-9.855369,3.1624823,-7.506846,0.92986983,-6.0344753,0.7924123
14088,Bajo,-1.011,-17.932396,4.8829308,-11.016342,2.0990708,-8.258967,1.9483212,-6.6289034,1.6041241
14087,Bajo,-0.865,-18.702013,5.504951,-11.126246,2.4374201,-8.309358,1.6777284,-6.6507473,1.4430431
14113,Medio,-0.493,-7.0107017,-12.372434,-1.5093211,7.8761,-3.6810567,-3.810607,-3.2609603,-2.9052405
14074,Muy bajo,-1.196,-19.817465,5.877289,-12.341839,2.215228,-9.360588,2.1232774,-7.6594296,1.7916951
14005,Muy bajo,-1.12,-20.826763,10.5128,-13.495074,-0.3944762,-9.326537,4.238673,-7.3561583,3.4011385
14084,Bajo,-0.857,-16.880035,4.469962,-10.406403,2.301198,-7.7645516,1.7370288,-6.195201,1.5032004
14058,Muy bajo,-1.144,-20.673544,4.2525153,-12.747794,3.139014,-9.891768,1.7022365,-7.9890904,1.4984906
14079,Bajo,-0.936,-20.539461,8.716738,-12.698179,0.4044104,-8.820506,3.5295494,-6.8924212,2.9802175
14059,Bajo,-0.951,-18.883764,3.6538644,-11.488739,3.0184405,-8.736254,1.6163254,-6.988955,1.4452423
14110,Muy bajo,-1.156,-19.868073,5.3320246,-12.111808,2.3907366,-9.152236,1.9905555,-7.375646,1.6789507
14017,Bajo,-0.838,-16.298925,5.2139344,-9.878743,1.8558085,-7.2259507,1.7814639,-5.748574,1.4288
14065,Bajo,-0.571,-14.854353,2.7455049,-8.854969,3.1617653,-6.7762923,0.6418705,-5.4379582,0.4643897
14068,Medio,-0.441,-11.542996,2.4776607,-7.2965765,2.8008142,-5.8065257,0.39462042,-4.571935,0.23926571
14092,Medio,-0.434,-4.8861804,-13.401654,-0.18237163,7.5320873,-2.6650977,-3.916864,-2.4135537,-3.009612
14099,Medio,-0.048,-2.2564015,-8.630645,1.416628,5.568224,-0.8705527,-2.6830266,-0.5131165,-1.5549569
14020,Medio,-0.378,-5.0684443,-9.0665245,-1.5636164,6.2637315,-3.4141476,-2.9285936,-3.1602888,-2.2333026
14049,Medio,-0.09,-5.1224947,-10.449851,-1.2770324,12.226549,-3.300001,-6.706832,-2.9833844,-5.222211
14040,Medio,-0.272,-2.7945328,-8.934193,0.49240756,5.6496854,-1.5341806,-2.9407566,-1.4642509,-2.3166134
14095,Bajo,-0.836,-9.832672,-12.412738,-2.8819838,8.73423,-4.8703876,-3.8662882,-4.269883,-2.9049773
14007,Bajo,-1.017,-19.071991,4.546704,-11.874988,1.8830594,-8.714651,2.474786,-6.9111414,2.0331068
14042,Medio,0.077,4.354015,-0.68977916,6.764936,6.933017,1.7441974,1.5098411,1.4673724,1.1034058
14069,Medio,-0.107,-3.2627938,-18.157957,2.3257391,8.838089,-1.6979836,-5.804845,-1.7797749,-4.571529
14014,Bajo,-0.542,-12.050269,4.6058846,-7.503251,0.8183071,-5.3133864,2.3715374,-4.1989217,1.9832288
14103,Bajo,-0.793,-11.135315,-12.3651,-3.5966148,9.101252,-5.362615,-4.080704,-4.658243,-3.0498788
14072,Bajo,-0.804,-14.792844,4.171631,-9.8875675,2.6234713,-7.6155777,1.7228973,-5.989146,1.8119131
14019,Muy alto,2.702,16.387175,1.4845672,16.42037,3.7815373,10.18693,4.0628953,8.160952,3.9332795
14122,Alto,0.129,5.152128,-8.585817,3.0187676,-0.30677405,2.496188,-5.532033,1.6161413,-4.63602
14090,Bajo,-0.825,-9.254171,-14.251075,-2.3710968,9.412159,-4.7626424,-4.4305043,-4.2010207,-3.3540611
14111,Bajo,-1.02,-12.123604,-14.968055,-3.6486387,10.623388,-6.019882,-4.904636,-5.266513,-3.7027524
14010,Bajo,-0.615,-16.991592,12.497127,-11.209443,-3.02234,-6.845972,5.303198,-5.12395,4.1478662
14107,Bajo,-0.808,-10.797864,-12.546419,-3.268855,9.163658,-5.2300844,-4.1457705,-4.563375,-3.099571
14032,Medio,-0.29,-2.6231287,-7.4324355,0.2769675,5.2468057,-1.498766,-2.503305,-1.3996207,-1.9873698
14026,Bajo,-0.666,-10.4337435,-15.9696865,-2.4140937,10.403787,-4.994632,-5.139659,-4.3686676,-3.8807647
14102,Bajo,-0.77,-8.436783,-14.928082,-1.6190969,9.501024,-4.2832046,-4.7076573,-3.816246,-3.596682
14080,Medio,-0.47,-6.155475,-13.316164,-0.8215479,8.47596,-3.4260693,-4.4581733,-3.0741017,-3.4185045
14052,Bajo,-0.546,-7.2289,-12.525726,-1.5841969,7.910572,-3.721281,-3.714497,-3.2798233,-2.8257215
14041,Bajo,-0.5,-4.291719,-14.791974,0.5178123,8.061321,-2.4188185,-4.395193,-2.2538564,-3.4034777
14011,Medio,-0.22,-2.824555,-9.425999,0.9222051,6.191597,-1.5360079,-3.3003592,-1.4765155,-2.5796735
14115,Alto,0.214,5.7551546,-1.6573768,5.890869,8.604847,1.2410511,1.3777206,1.719594,1.1412895
14112,Bajo,-0.751,-9.226413,-15.843564,-1.8285815,10.193863,-4.6275187,-5.1389737,-4.123759,-3.929744
14004,Bajo,-0.769,-10.184303,-11.321567,-3.3603458,8.21129,-4.9608784,-3.469536,-4.310665,-2.6232731
14054,Bajo,-0.823,-8.638776,-14.848201,-1.8278131,9.544643,-4.4465923,-4.6737847,-3.9591997,-3.5701418
14060,Bajo,-0.588,-7.1023746,-16.117952,-0.5793576,9.593477,-3.5731628,-5.1062474,-3.2351828,-3.9534936
14104,Medio,-0.479,-5.530353,-14.774661,-0.08623773,8.544325,-2.9413366,-4.5064454,-2.6658504,-3.489719
14106,Medio,-0.036,3.1882832,-2.9724972,2.1084685,5.8580065,-0.7677038,-2.9303722,-0.13095564,-1.3353968
14038,Bajo,-0.558,-7.384266,-12.920249,-1.5852164,8.326249,-3.9013999,-4.029041,-3.4614959,-3.0636363
14117,Bajo,-0.594,-8.439622,-17.20543,-0.9803397,10.635927,-4.186278,-5.6869607,-3.7637906,-4.3959513
14012,Bajo,-0.88,-10.768431,-15.058418,-2.8818433,10.19887,-5.3507605,-4.8344154,-4.7131534,-3.6596253
14075,Bajo,-0.853,-11.473161,-11.851413,-4.083719,8.866828,-5.665913,-3.6962442,-4.8889503,-2.7456996
14089,Bajo,-0.621,-7.248982,-11.284372,-1.6308329,7.455822,-3.562593,-3.3831422,-3.1184554,-2.5854754
14057,Bajo,-0.908,-9.6608715,-15.055146,-2.3211935,9.992613,-4.925971,-4.860125,-4.3801436,-3.7206945
14062,Bajo,-0.522,-6.730974,-13.218205,-1.1446944,8.161106,-3.5408487,-3.998024,-3.1549094,-3.0654216
14031,Alto,0.968,16.382753,-0.766252,15.233196,2.556329,10.123897,2.9139183,8.539376,3.0042849
14076,Bajo,-0.501,-12.009659,-16.737879,-2.9732184,11.310426,-5.495801,-5.669062,-4.790969,-4.2740526
14071,Medio,-0.334,-5.135279,-12.268429,-0.43086526,7.9849877,-2.9526713,-4.7971425,-2.6769898,-3.6548486
14081,Medio,-0.221,-1.6593783,-16.19697,2.4718058,7.179719,-1.0426917,-4.650681,-1.0895572,-3.6318312
14028,Bajo,-0.627,-9.137773,-16.931055,-1.5550123,10.601974,-4.584759,-5.436765,-4.0846066,-4.1559806
14056,Alto,0.579,7.9733853,1.6039783,10.019875,5.826089,4.40839,3.1354387,3.2065063,2.667095
14034,Bajo,-0.759,-8.608593,-15.652122,-1.559932,9.923662,-4.3856587,-5.0241923,-3.9224465,-3.8548584
15033,Muy bajo,-1.588,-29.709423,10.841721,-17.966059,-0.004643107,-12.092936,4.539092,-9.417797,3.824696
15058,Muy bajo,-1.579,-29.051521,9.7113905,-17.567225,0.46679735,-12.082767,4.6922464,-9.409817,3.891356
15106,Muy bajo,-1.484,-29.936441,9.261872,-17.705597,1.0479153,-12.1579685,3.895045,-9.460418,3.2551117
15057,Muy bajo,-1.576,-29.042887,9.024183,-17.513885,0.97920483,-12.172733,4.6921425,-9.47527,3.847922
15104,Muy bajo,-1.711,-31.34932,9.395808,-18.68484,0.9780624,-12.843881,4.3170705,-10.017619,3.6067288
15031,Bajo,-1.073,-21.168308,15.285416,-14.045014,-3.1136382,-9.127066,6.122618,-7.22162,4.9367204
15121,Muy bajo,-1.891,-33.775608,9.787856,-19.97457,0.8590015,-13.73291,3.7701905,-10.721044,3.1944325
15013,Muy bajo,-1.73,-31.649162,9.181524,-18.814966,1.1230499,-12.954349,4.271292,-10.104556,3.5620558
15109,Muy bajo,-1.668,-30.744377,10.756589,-18.558514,0.1032023,-12.553262,4.371309,-9.791645,3.725576
15039,Muy bajo,-1.385,-26.814783,10.920683,-16.544367,-0.55492455,-11.270307,5.249316,-8.797444,4.318532
15081,Muy bajo,-1.661,-29.395357,8.028889,-18.134798,1.9342008,-12.548744,5.071607,-9.791183,4.1772733
15060,Muy bajo,-1.315,-26.142172,10.284617,-16.019224,-0.068563096,-10.8967085,4.6548023,-8.507436,3.8062584
15122,Bajo,-1.049,-21.41488,15.185664,-13.963556,-3.0653274,-8.957866,6.0873513,-7.028975,4.938237
15025,Muy bajo,-1.114,-20.991846,15.207708,-14.171096,-2.9105089,-9.357809,5.950072,-7.430731,4.772056
15070,Bajo,-1.028,-19.280836,16.473307,-13.627926,-4.0576806,-8.861236,6.6512303,-7.151898,5.313681
15020,Muy bajo,-2.013,-34.31449,9.194806,-20.271729,1.219599,-13.990011,3.8603706,-10.916439,3.2168794
15037,Muy bajo,-1.752,-33.21286,7.0282283,-19.361881,2.447295,-13.524298,3.426768,-10.505177,2.8211653
15099,Muy bajo,-1.49,-28.052689,9.841102,-17.0477,0.35411674,-11.744144,4.7276945,-9.149033,3.8964088
15054,Muy bajo,-1.839,-33.572544,8.657444,-19.779207,1.5088975,-13.6308365,3.8035343,-10.619765,3.132527
15029,Muy bajo,-1.463,-26.811468,10.62275,-16.454502,-0.533806,-11.280618,5.373434,-8.825961,4.421816
15120,Muy bajo,-1.248,-24.422213,9.10693,-14.911158,0.41426435,-10.29469,4.3147717,-8.083283,3.5173469
15118,Muy bajo,-1.188,-23.874441,6.5606475,-14.802137,1.410516,-10.468571,3.4264262,-8.227482,2.8207848
15005,Medio,-0.402,-5.0590816,0.05529329,-3.9775014,3.1061165,-2.7628298,0.1069163,-2.554121,-0.031541243
15042,Medio,-0.253,-4.864868,3.3747642,-3.8626978,-0.4437292,-2.2085495,2.0744824,-1.5283067,1.5893133
15002,Muy bajo,-1.15,-19.438942,16.580078,-13.83384,-4.1904206,-9.19403,6.747494,-7.5684958,5.3457966
15108,Muy bajo,-1.636,-30.098186,8.970359,-18.071196,1.1211692,-12.480743,4.535017,-9.717153,3.7334127
15024,Muy bajo,-1.854,-33.275574,9.242488,-19.671452,1.1883751,-13.514345,3.9161022,-10.534954,3.2235339
15051,Muy bajo,-1.175,-22.090548,1.7085563,-13.452495,3.881441,-10.059337,1.1294683,-8.034405,1.0499388
15074,Alto,0.276,14.314079,7.9205694,3.6369052,-5.936205,3.1468997,1.6006776,4.133434,1.6146519
15035,Muy bajo,-1.403,-27.44678,3.5134022,-16.593143,3.557174,-11.385652,5.6477766,-8.907949,4.544023
15114,Alto,0.679,12.05088,7.524002,11.235831,5.6938133,5.3997936,3.5283914,4.132031,2.9274073
15087,Medio,-0.166,-2.1533413,-3.7817326,-0.3754974,2.1744857,-0.6253147,-0.6277617,-0.58864826,-0.51551145
15014,Bajo,-0.733,-15.485657,-0.5728218,-7.2317853,4.1283913,-6.0282245,0.02959169,-4.99898,0.25824094
15088,Medio,-0.411,-5.9850774,-0.62748516,-3.2304647,2.7695777,-2.7502797,0.015501852,-2.2974083,-0.022919755
15095,Muy bajo,-1.431,-28.614527,6.9056287,-17.234674,1.8622622,-12.094339,3.632221,-9.459586,3.1550696
15124,Alto,0.538,15.950298,7.048783,4.800695,-5.91886,5.34106,0.97245157,4.913818,0.21483284
15045,Medio,-0.269,0.90032566,0.83398795,6.293552,7.9877915,0.02246238,1.1096863,-0.07752903,0.70125514
15090,Bajo,-0.714,-12.66802,12.497563,-9.179806,-2.3991606,-6.0643425,4.364737,-4.8627243,3.390012
15067,Bajo,-0.599,-12.902826,-0.33541593,-5.818849,3.5253737,-4.8414865,-0.041091613,-3.9261417,0.0010316957
15082,Medio,-0.1,-2.699978,2.5003905,-3.0942066,0.63293177,0.23546092,2.1498456,0.2878129,1.5846574
15101,Bajo,-0.879,-19.313503,12.387813,-11.593229,-1.6239434,-7.4871798,4.4516973,-5.9033837,3.498566
15076,Muy bajo,-1.43,-27.936234,11.21706,-17.055744,-0.46245202,-11.389426,4.8347917,-8.868238,4.009562
15047,Medio,-0.305,-2.9889245,-6.6698594,-0.44979286,4.6717997,-1.6223168,-1.5539714,-1.4627477,-1.1990498
15113,Medio,-0.073,1.6857238,-6.669745,1.3151158,1.8359165,0.5740047,-1.389949,0.29105923,-1.2072265
15091,Muy bajo,-1.388,-25.966103,10.942676,-16.017998,-0.46729243,-10.780104,4.779352,-8.430178,3.9081008
15062,Muy bajo,-1.23,-23.414978,4.222186,-14.207079,2.3867617,-10.308697,2.5939941,-8.120918,2.2010932
15001,Alto,0.38,4.750073,1.2471265,8.583051,6.88729,2.8527613,2.7424674,2.2278788,2.1284506
15110,Bajo,-0.789,-17.315302,1.6742375,-9.59383,3.9827807,-7.7313957,0.67835957,-6.2468333,0.7951398
15048,Bajo,-0.615,-10.442546,-0.056709275,-5.8645697,2.1802282,-4.6271567,0.9516289,-3.7100165,0.85392493
15085,Medio,-0.093,-1.0599381,1.1019752,-3.1843889,1.3438452,-0.048579175,1.2710793,0.049541466,0.88023394
15011,Bajo,-1.009,-19.890753,13.701558,-12.723506,-2.0809972,-8.4145775,5.0854807,-6.6449857,4.0002527
15053,Muy bajo,-1.35,-25.581656,8.941387,-15.842541,0.8846247,-10.973501,4.3731213,-8.620522,3.5848336
15092,Muy bajo,-1.29,-23.785149,5.013636,-14.642408,1.7122095,-10.471955,3.2862456,-8.24362,2.767665
15018,Muy bajo,-1.319,-23.839308,4.667869,-14.722635,2.3378985,-10.756278,2.716774,-8.526509,2.2791643
15111,Alto,0.308,5.011456,-0.7973293,7.7887106,5.903106,2.4468157,1.4885885,2.0714042,1.0548394
15115,Muy bajo,-1.168,-23.37866,6.664427,-14.324359,1.1707102,-10.07199,3.4485066,-7.918114,2.8113177
15009,Muy bajo,-1.08,-20.285738,12.710429,-12.748769,-1.535317,-8.585411,4.7079396,-6.8321905,3.731321
15003,Alto,0.197,4.2309113,1.4831431,8.417721,7.2931976,2.576588,2.8023596,1.8921753,2.1428027
15103,Muy bajo,-1.334,-25.068733,9.556574,-15.481953,0.0677749,-10.603063,4.5572457,-8.324562,3.7472541
15112,Medio,-0.067,2.205599,1.568188,7.508883,7.7446136,1.4921786,2.2633436,0.98082185,1.5700605
15036,Bajo,-0.818,-18.487885,11.068778,-11.41869,-0.9596301,-7.5250793,3.860896,-5.9047413,2.944113
15023,Muy bajo,-1.215,-24.248625,10.802877,-15.095916,-0.75934386,-10.215924,4.9710464,-8.015562,4.0571017
15100,Bajo,-0.843,-15.259727,19.348928,-11.231269,-6.587884,-6.4473295,7.8170404,-5.0567493,6.2653975
15021,Medio,0.018,0.1258728,0.13165525,6.6557407,6.107905,0.8640264,0.68121934,0.57482296,0.35138232
15059,Bajo,-0.979,-19.581497,13.612591,-12.920652,-2.510191,-8.58858,5.729226,-6.7452893,4.579408
15084,Bajo,-0.88,-18.177643,10.620193,-10.943488,-0.861844,-7.273878,3.592659,-5.7701235,2.7122214
15064,Medio,-0.366,-3.6414373,-1.1287519,-2.9679706,3.078069,-1.8175589,-0.22930059,-1.5146755,-0.26891813
15096,Muy bajo,-1.247,-26.568218,11.906113,-16.219933,-0.57829213,-10.9251995,4.4530034,-8.54306,3.6786904
15040,Bajo,-0.524,-11.113823,9.934044,-7.351405,-1.4775352,-4.728799,3.2576573,-3.7000086,2.4369493
15019,Muy bajo,-1.259,-23.613821,4.7419195,-14.256101,1.615271,-10.11255,3.2930796,-7.953086,2.768792
15065,Bajo,-1.009,-18.374327,-0.54375476,-8.236143,5.73759,-7.321754,-0.99395466,-6.0636106,-0.5932956
15105,Alto,0.315,5.930197,-0.23877881,8.054739,5.5242167,2.9505367,1.8962979,2.3240461,1.3404741
15063,Medio,-0.049,1.087096,-7.807285,1.352326,2.2418592,0.33891433,-1.819892,0.15947548,-1.6093578
15032,Alto,0.789,9.760519,0.3760908,11.385717,3.9787707,5.809888,2.5138056,3.9103851,1.893623
15086,Alto,0.293,4.559159,1.9250195,8.829573,7.3206806,2.8608077,3.0608547,2.0564818,2.3740835
15015,Medio,-0.483,-10.066221,13.650683,-7.664835,-3.6139045,-4.631872,4.830842,-3.5781112,3.7186053
15093,Bajo,-1.017,-19.94435,0.57103044,-10.107785,5.0714655,-8.980161,0.41650966,-7.250681,0.655983
15056,Alto,0.424,5.147261,1.090927,8.5455675,6.6871996,2.90705,2.5672114,2.199534,1.9174118
15043,Bajo,-0.694,-12.537864,13.386918,-9.302008,-2.8191855,-6.0206327,4.7908716,-4.7789097,3.704188
15010,Muy bajo,-1.208,-22.316387,3.5472572,-13.530392,3.0664594,-10.03954,1.8214965,-7.943317,1.5300033
15028,Bajo,-1.04,-19.559263,-0.12882815,-9.676323,5.2391596,-8.325298,-0.07170177,-6.7654977,0.23337613
15068,Bajo,-0.811,-12.596982,13.011858,-9.622946,-2.45691,-6.517868,4.5293384,-5.2175426,3.5728016
15026,Medio,0.013,2.7510128,0.5328786,7.516995,7.317048,1.6583362,1.8231779,1.0317543,1.0599039
15123,Alto,0.379,11.667961,8.768788,9.365061,5.1641088,3.572873,2.251877,3.5224516,1.8953898
15044,Muy bajo,-1.634,-30.223589,10.698951,-18.272606,0.09589437,-12.3426485,4.4842362,-9.623971,3.7834983
15016,Bajo,-0.668,-11.260121,-2.6010804,-4.848227,5.0684924,-4.6153064,-1.3018314,-3.8658526,-0.97772527
15052,Medio,-0.38,-4.355915,1.0487195,-4.2561727,1.4770063,-2.6569657,1.0056336,-2.15531,0.6586299
15073,Muy bajo,-1.673,-31.10968,9.326628,-18.596035,0.97679734,-12.77193,4.3795877,-9.957123,3.6552677
15075,Muy bajo,-1.221,-23.145979,3.1127963,-14.080423,3.1714551,-10.417743,1.9987693,-8.258854,1.7413265
15080,Alto,0.509,6.8385186,1.6656365,9.664219,6.335295,3.7915773,3.175446,2.8194807,2.620702
15008,Alto,0.332,6.2563634,-0.4931741,7.748415,5.299829,2.8319314,1.412893,2.6264007,0.9997012
15030,Muy bajo,-1.247,-22.978172,13.996085,-14.686389,-2.2806125,-9.721236,5.699745,-7.6918616,4.6557837
15050,Bajo,-0.785,-12.451527,15.216477,-9.81986,-4.032054,-6.518417,5.7752233,-5.345595,4.622271
15007,Medio,-0.067,-2.2837896,-8.120578,1.04181,5.0790234,-0.7071615,-2.316966,-0.4419301,-1.5516984
15094,Bajo,-0.706,-12.189519,12.898975,-9.017797,-3.123568,-5.738282,5.006426,-4.581042,3.9882553
15097,Alto,0.136,3.0083268,0.15403798,7.5062594,6.8314676,1.7676492,1.4179497,1.1693443,0.76335454
15046,Bajo,-0.826,-12.968479,-10.666618,-5.1027675,8.254038,-6.1415534,-2.9726722,-5.245565,-2.1836007
15119,Alto,0.543,9.999113,-2.4895627,5.4101996,-4.952256,3.9989738,-0.9341765,4.4148684,-0.09994251
15102,Bajo,-0.56,-7.514182,-10.9098425,-1.9019191,7.3548265,-3.7071226,-3.2241356,-3.2362175,-2.4345164
15117,Alto,0.749,9.293794,4.257976,11.5456295,6.188399,5.1719666,4.0612054,3.7971475,3.4550395
15004,Alto,0.16,3.5793638,0.49379843,7.6151123,6.8513975,2.008709,1.7719772,1.5449408,1.2493227
15022,Bajo,-1.064,-20.16532,14.641795,-13.524092,-2.690508,-9.010183,5.7148757,-7.19936,4.5596433
15049,Medio,-0.245,0.23897013,-7.2572036,0.76684195,1.9711792,-0.18354368,-1.617891,-0.3783242,-1.5422523
15071,Medio,-0.491,-3.6339374,-5.8396525,-0.7939034,5.8497095,-2.5280275,-2.1718025,-2.247887,-1.6851723
15079,Medio,-0.372,1.0263267,0.19844735,5.8687387,7.9161754,-0.65305084,0.013522241,-0.82738554,-0.30590132
15072,Muy bajo,-1.298,-24.10207,5.6846604,-14.988214,1.6450535,-10.681398,3.3856921,-8.422389,2.7986195
15083,Muy bajo,-1.183,-23.907766,2.0242438,-14.126415,4.0452847,-10.561232,1.3589343,-8.430636,1.3196807
15055,Muy bajo,-1.371,-26.78655,9.760175,-16.337473,0.363168,-11.163806,4.3005934,-8.706209,3.5428305
15089,Bajo,-1.032,-19.469828,11.81488,-12.302412,-0.9396455,-8.468514,4.132734,-6.753657,3.1835713
15107,Bajo,-0.933,-16.795721,6.193476,-10.387969,1.3212357,-7.5236206,2.3567731,-6.0079412,1.933242
15012,Muy bajo,-1.091,-21.078856,12.754269,-13.348728,-1.7447405,-8.871453,5.0347958,-6.998321,4.0224705
15027,Muy bajo,-1.491,-27.175875,3.4373395,-16.774847,3.4439719,-12.108061,2.5001254,-9.5890045,2.163526
15038,Bajo,-0.637,-9.342323,-8.694476,-3.5729613,6.4034343,-4.2340784,-2.159885,-3.5979464,-1.676669
15006,Bajo,-1.05,-21.685452,12.072542,-13.661264,-1.6044083,-9.007136,5.051342,-7.053253,4.051537
15017,Bajo,-0.792,-9.397081,-7.483339,-3.920931,6.140434,-4.4941583,-2.0308623,-3.906825,-1.5882297
15125,Bajo,-1.072,-19.978243,13.968035,-13.101228,-2.189663,-8.79772,5.2572184,-7.030278,4.15752
15078,Medio,-0.297,-3.5775447,-7.8361993,-0.3415391,5.333004,-1.8672785,-2.228025,-1.6891878,-1.6552573
15034,Bajo,-0.506,-9.019718,14.714707,-7.339109,-4.4074183,-4.403938,5.3456364,-3.4809282,4.1534753
15061,Bajo,-0.807,-9.789688,-9.522449,-3.679266,7.2559786,-4.8419003,-2.7613842,-4.191208,-2.1065426
15041,Alto,0.758,7.3796997,0.7762289,9.51389,6.042695,4.2136602,2.8765986,2.9793477,2.268951
15077,Medio,-0.091,2.4659486,0.87445605,7.305013,7.7695065,1.5474651,2.0618343,1.0135208,1.3466667
15098,Bajo,-0.782,-8.981089,-7.3217907,-3.6317596,5.985558,-4.2059765,-2.018629,-3.636611,-1.5982016
15116,Medio,-0.428,-4.932339,-13.165429,-0.0852169,7.981372,-2.7465515,-4.4009485,-2.538529,-3.3901336
15069,Muy bajo,-1.213,-12.376559,-10.563248,-5.1683903,8.72231,-6.5957756,-3.3417757,-5.747577,-2.4689906
15066,Alto,0.249,3.704928,-2.3961327,6.9885387,5.0036454,2.0782323,0.2734774,1.6600128,-0.024936058
16053,Muy bajo,-1.466,-31.165586,11.293738,-18.009682,0.60693896,-12.196139,3.3826268,-9.484444,2.834127
16102,Muy bajo,-1.107,-22.362173,8.840852,-13.976376,0.34756556,-9.849303,3.8814793,-7.782938,3.2570844
16108,Bajo,-0.969,-19.147945,6.5814495,-11.763872,1.5835962,-8.528097,2.4896455,-6.747899,2.16234
16052,Muy bajo,-1.261,-26.974272,7.83629,-16.540464,2.0227606,-11.662172,5.3178596,-9.004297,4.1104302
16112,Bajo,-0.626,-13.163577,10.87235,-8.812028,-1.5270091,-5.865697,3.5770342,-4.7134285,2.7141771
16006,Bajo,-0.578,-14.226806,13.34223,-9.770715,-2.7709384,-5.688345,4.3464575,-4.482145,3.3846276
16034,Medio,-0.257,-6.6613603,9.070985,-4.945561,-2.2232652,-2.9739938,3.2534273,-2.2632327,2.3500125
16088,Bajo,-0.915,-17.51957,-0.752932,-7.416507,5.877677,-6.4558573,-1.6339962,-5.3100214,-1.2330494
16069,Muy bajo,-1.22,-20.731722,6.78583,-13.008614,1.5105513,-9.629122,2.9001305,-7.732097,2.4980783
16066,Bajo,-0.638,-12.988152,10.961376,-8.675482,-1.6211092,-5.675705,3.6789732,-4.5068026,2.8438814
16050,Medio,-0.182,-5.810453,6.149443,-4.247865,-0.322473,-2.1260173,1.969979,-1.466939,1.3239168
16082,Bajo,-0.572,-13.581948,2.8682988,-8.031832,2.5090966,-6.0653267,1.1334479,-4.723555,1.0215006
16076,Muy bajo,-1.1,-20.88296,8.147718,-12.942689,0.6781699,-9.160649,3.4241602,-7.237348,2.9003553
16107,Bajo,-0.999,-17.595884,7.2898636,-10.964528,0.80864143,-7.795217,2.8253522,-6.2381186,2.357943
16043,Bajo,-0.934,-19.439196,7.1371694,-11.844509,1.4909877,-8.490524,2.5498245,-6.616554,2.2777588
16075,Bajo,-0.571,-13.279888,3.9592211,-8.359196,2.2466953,-6.2911882,1.5200475,-4.935845,1.5917953
16071,Medio,-0.387,-8.813975,4.851065,-5.7845564,0.5776256,-3.8930957,1.496811,-2.9467292,1.0044905
16079,Medio,-0.012,-3.2011247,11.823617,-2.5765226,-3.9870675,-1.613033,4.124952,-1.2132201,2.97101
16012,Medio,-0.125,-6.063699,4.8799825,-3.1410334,-1.6499054,-1.8682619,2.714215,-1.5413743,1.9637558
