CVE_MUN,GM,IM,Cluster labels
18005,Muy alto,2.048,1
18003,Bajo,-0.646,3
18013,Bajo,-0.66,3
19039,Muy bajo,-1.901,3
19026,Muy bajo,-1.918,3
19006,Muy bajo,-1.89,3
19046,Muy bajo,-2.095,3
19021,Muy bajo,-1.749,3
19031,Muy bajo,-1.621,3
19048,Muy bajo,-1.849,3
19018,Muy bajo,-1.622,3
19019,Muy bajo,-2.219,3
19009,Muy bajo,-1.563,3
19041,Muy bajo,-1.426,3
19033,Muy bajo,-1.169,3
19025,Muy bajo,-1.606,3
19038,Muy bajo,-1.431,3
19045,Muy bajo,-1.328,3
19012,Muy bajo,-1.552,3
19049,Muy bajo,-1.627,3
19017,Medio,-0.189,4
19010,Muy bajo,-1.435,3
19044,Muy bajo,-1.559,3
19004,Muy bajo,-1.616,3
19014,Medio,0.036,0
19005,Muy bajo,-1.095,3
19007,Alto,0.169,2
19022,Bajo,-0.93,3
19047,Muy bajo,-1.68,3
19013,Muy bajo,-1.261,3
19011,Muy bajo,-1.306,3
19036,Alto,0.422,0
19029,Muy bajo,-1.259,3
19024,Alto,0.595,1
19034,Muy bajo,-1.127,3
19020,Bajo,-1.027,3
19037,Bajo,-0.848,3
19032,Muy bajo,-1.261,3
19042,Bajo,-0.878,3
19051,Bajo,-0.834,3
19008,Bajo,-0.876,2
19030,Medio,-0.027,2
19016,Bajo,-0.845,3
19043,Alto,0.1,2
19001,Muy bajo,-1.125,3
19002,Bajo,-0.988,3
19027,Bajo,-0.76,3
19015,Bajo,-0.606,3
19050,Bajo,-0.665,3
19028,Bajo,-0.822,3
19003,Bajo,-0.776,2
19023,Bajo,-0.677,3
19040,Bajo,-0.945,3
19035,Muy bajo,-1.144,3
20067,Muy bajo,-1.52,3
20184,Bajo,-0.607,3
20043,Bajo,-0.646,3
20385,Bajo,-0.979,4
20079,Muy bajo,-1.134,3
20039,Bajo,-0.698,3
20515,Medio,-0.339,3
20482,Alto,0.227,1
20390,Muy bajo,-1.558,3
20318,Bajo,-0.557,3
20324,Alto,0.45,1
20334,Alto,0.333,1
20002,Alto,0.339,0
20413,Bajo,-0.686,3
20565,Medio,-0.137,4
20044,Medio,-0.276,3
20059,Medio,0.057,0
20397,Medio,-0.184,4
20057,Alto,0.285,0
20278,Alto,1.179,1
20469,Alto,0.975,1
20399,Bajo,-0.904,3
20073,Alto,0.107,0
20041,Muy alto,1.705,1
20198,Alto,1.216,1
20014,Bajo,-1.072,3
20134,Muy alto,1.62,1
20439,Alto,1.174,1
20085,Muy alto,2.414,1
20401,Medio,-0.171,3
20190,Alto,0.776,1
20107,Bajo,-0.928,4
20559,Alto,0.145,0
20551,Bajo,-0.573,3
20068,Medio,0.05,4
20023,Bajo,-0.544,4
20028,Alto,0.436,0
20406,Muy alto,3.13,1
20232,Muy alto,1.249,1
20570,Medio,0.014,0
20467,Alto,0.16,0
20207,Alto,1.136,1
20006,Medio,-0.213,4
20386,Muy alto,2.059,1
20124,Muy alto,1.353,0
20171,Muy alto,3.808,1
20350,Muy bajo,-1.788,3
20526,Alto,0.76,1
20205,Alto,1.18,1
20427,Alto,0.728,0
20447,Alto,0.721,1
20293,Muy bajo,-1.455,3
20364,Alto,0.431,1
20021,Medio,0.035,0
20227,Muy bajo,-1.151,3
20157,Muy bajo,-1.589,3
20557,Bajo,-0.817,3
20327,Alto,0.208,0
20005,Bajo,-0.516,3
20248,Muy alto,3.174,1
20010,Bajo,-0.805,3
20468,Alto,1.034,1
20418,Medio,-0.292,3
20058,Muy alto,1.865,1
20466,Muy alto,2.805,1
20150,Bajo,-0.807,3
20375,Muy bajo,-1.218,3
20450,Muy alto,2.154,1
20298,Medio,0.076,0
20277,Muy alto,1.479,1
20312,Muy alto,1.454,0
20242,Muy alto,2.711,1
20525,Medio,0.054,0
20125,Alto,0.702,2
20166,Medio,0.008,2
20309,Muy alto,1.996,1
20377,Alto,1.144,1
20136,Alto,0.307,1
20025,Medio,-0.236,3
20414,Alto,0.618,1
20549,Alto,0.498,1
20325,Alto,1.144,1
20509,Muy alto,1.694,1
20338,Bajo,-0.935,3
20131,Alto,0.533,1
20012,Muy alto,1.86,1
20483,Medio,-0.404,4
20553,Bajo,-0.717,3
20188,Alto,1.103,1
20307,Alto,0.321,0
20177,Alto,0.25,1
20016,Muy alto,3.052,1
20545,Bajo,-0.684,3
20475,Alto,0.825,1
20417,Alto,0.383,1
20083,Bajo,-0.903,3
20295,Bajo,-0.624,4
20513,Alto,0.294,0
20115,Bajo,-0.896,3
20407,Muy alto,2.211,1
20026,Alto,0.433,1
20143,Alto,0.096,0
20437,Alto,0.855,1
20409,Muy bajo,-1.614,3
20185,Alto,0.166,2
20441,Alto,0.368,0
20426,Muy alto,1.525,1
20030,Muy bajo,-1.325,3
20310,Alto,0.7,0
20266,Alto,0.757,1
20348,Alto,0.832,1
20500,Alto,0.507,1
20229,Muy alto,1.988,1
20045,Bajo,-1.005,3
20042,Medio,-0.165,2
20275,Alto,1.102,1
20505,Bajo,-0.618,3
20135,Medio,-0.084,2
20540,Bajo,-0.688,3
20141,Alto,0.651,0
20261,Alto,1.176,1
20064,Alto,0.482,2
20105,Alto,0.41,1
20234,Muy alto,1.999,1
20009,Alto,0.377,1
20031,Alto,0.863,1
20294,Bajo,-0.98,3
20520,Alto,0.254,1
20070,Alto,0.667,0
20498,Muy alto,1.452,0
20178,Bajo,-0.647,2
20072,Alto,1.068,0
20265,Alto,1.121,1
20208,Alto,1.094,1
20300,Alto,0.715,1
20560,Alto,0.679,1
20537,Alto,0.386,1
20272,Alto,0.577,0
20392,Muy alto,2.02,1
20040,Muy alto,2.947,1
20090,Alto,0.192,2
20225,Muy alto,1.453,1
20446,Muy alto,1.392,1
20052,Medio,0.008,2
20103,Alto,0.759,4
20543,Muy alto,1.255,1
20546,Alto,0.548,1
20210,Alto,0.67,1
20539,Bajo,-0.695,3
20550,Alto,0.219,2
20036,Alto,0.768,1
20554,Alto,0.982,1
20091,Muy bajo,-1.139,3
20066,Medio,0.073,2
20502,Muy alto,2.081,1
20126,Muy alto,1.506,1
20326,Muy alto,1.484,1
20130,Alto,0.926,1
20516,Alto,0.905,1
20159,Muy alto,1.266,1
20489,Alto,0.683,1
20415,Alto,0.509,1
20460,Alto,1.12,1
20470,Alto,0.585,1
20153,Alto,0.485,2
20015,Muy alto,1.719,1
20517,Muy alto,1.974,1
20337,Muy alto,1.703,1
20384,Muy alto,1.455,1
20202,Alto,0.96,1
20494,Muy alto,1.646,1
20051,Muy alto,2.39,1
20421,Medio,-0.283,2
20302,Muy alto,1.314,1
20367,Muy alto,1.253,1
20098,Alto,1.15,1
20108,Alto,1.154,1
20398,Alto,0.665,1
20116,Muy alto,1.73,1
20102,Medio,-0.017,0
20491,Alto,0.498,1
20037,Muy alto,1.376,1
20459,Medio,-0.097,2
20497,Muy alto,1.758,1
20087,Medio,0.07,2
20095,Muy alto,1.651,1
20213,Alto,0.957,1
20484,Alto,0.595,1
20111,Alto,1.062,1
20291,Alto,0.515,1
20305,Bajo,-0.85,3
20330,Alto,0.764,1
20434,Alto,1.172,1
20029,Muy alto,1.906,1
20269,Alto,0.15,1
20082,Alto,0.464,1
20462,Medio,-0.13,2
20345,Alto,0.445,1
20339,Medio,-0.25,2
20452,Muy alto,1.55,1
20084,Muy bajo,-1.099,3
20020,Muy alto,1.447,1
20534,Muy alto,1.52,1
20174,Bajo,-0.946,3
20063,Bajo,-1.021,2
20366,Alto,1.146,1
20424,Alto,1.106,1
20169,Muy alto,2.748,1
20393,Alto,0.808,1
20145,Bajo,-0.548,2
20244,Alto,0.527,2
20360,Alto,0.61,1
20077,Medio,-0.235,2
20200,Alto,0.973,1
20453,Medio,0.037,2
20532,Alto,1.172,1
20285,Alto,0.712,1
20024,Muy alto,1.435,1
20235,Alto,1.074,1
20530,Alto,0.636,0
20249,Alto,0.965,1
20133,Alto,1.187,1
20347,Alto,0.407,2
20306,Muy alto,1.516,1
20352,Muy alto,2.155,1
20055,Alto,0.146,2
20507,Alto,0.891,1
20435,Muy alto,1.87,1
20378,Alto,0.477,2
20050,Muy alto,1.806,1
20137,Alto,0.66,1
20017,Alto,1.025,1
20391,Muy alto,2.334,1
20410,Alto,0.142,2
20342,Bajo,-0.972,3
20472,Medio,-0.143,2
20156,Medio,-0.094,2
20273,Muy alto,1.606,1
20474,Alto,0.248,2
20203,Alto,1.178,1
20076,Alto,0.268,2
20170,Muy alto,2.216,1
20396,Muy alto,2.367,1
20197,Alto,0.439,1
20485,Muy alto,1.468,1
20263,Muy alto,1.519,1
20412,Muy alto,1.736,0
20286,Alto,0.789,1
20046,Alto,0.799,1
20284,Muy alto,2.189,1
20308,Alto,0.586,1
20567,Muy alto,1.707,1
20254,Alto,0.846,1
20511,Alto,1.125,1
20495,Muy alto,1.657,1
20490,Alto,1.027,1
20457,Alto,0.963,1
20555,Alto,0.21,2
20566,Alto,1.194,1
20113,Alto,0.259,1
20519,Medio,-0.065,2
20403,Bajo,-0.531,2
20231,Muy alto,1.529,1
20535,Muy alto,1.254,1
20492,Alto,1.188,1
20013,Medio,-0.24,2
20449,Alto,0.396,1
20019,Alto,0.867,1
20379,Muy alto,1.321,1
20454,Alto,1.141,1
20212,Muy alto,1.564,1
20387,Alto,0.201,2
20217,Muy alto,1.949,1
20071,Muy alto,1.47,1
20189,Muy alto,1.553,1
20351,Alto,0.743,1
20088,Muy alto,1.544,1
20561,Alto,1.169,1
20146,Alto,1.085,1
20164,Alto,0.872,1
20394,Alto,0.37,1
20123,Alto,0.742,1
20075,Medio,-0.098,2
20226,Alto,0.401,2
20061,Alto,1.066,1
20176,Alto,0.811,0
20344,Alto,0.219,1
20381,Medio,-0.176,2
20279,Alto,0.675,1
20211,Muy alto,1.624,1
20271,Muy alto,1.606,1
20220,Alto,0.466,1
20033,Bajo,-0.846,3
20069,Muy alto,1.382,1
20531,Medio,-0.261,2
20333,Medio,-0.271,2
20219,Alto,0.875,1
20104,Alto,0.764,1
20527,Alto,0.985,1
20180,Alto,0.241,2
20193,Medio,-0.176,2
20060,Alto,1.194,1
20455,Alto,1.149,1
20363,Medio,-0.001,2
20433,Muy alto,2.062,1
20007,Muy alto,1.535,1
20161,Alto,0.759,1
20297,Muy alto,1.333,1
20112,Alto,0.663,1
20118,Alto,1.181,1
20206,Alto,0.386,1
20154,Alto,0.543,1
20486,Alto,0.384,2
20388,Alto,1.205,1
20259,Muy alto,1.759,1
20117,Muy alto,1.36,1
20240,Muy alto,2.348,1
20280,Medio,0.036,2
20158,Alto,1.025,1
20027,Muy alto,1.592,1
20448,Muy alto,1.72,1
20182,Alto,0.934,1
20260,Alto,0.664,1
20353,Alto,0.096,2
20533,Alto,0.366,1
20380,Alto,0.511,1
20089,Alto,0.206,2
20405,Alto,0.232,2
20152,Muy alto,1.723,1
20323,Alto,0.651,1
20264,Alto,1.215,1
20499,Bajo,-0.616,2
20425,Alto,0.595,1
20253,Muy alto,1.429,1
20356,Medio,0.068,2
20252,Muy alto,1.415,1
20139,Muy alto,1.37,1
20167,Muy alto,1.277,1
20003,Alto,0.906,1
20255,Muy alto,1.259,1
20487,Alto,0.117,2
20214,Muy alto,1.27,1
20349,Alto,0.618,0
20201,Alto,0.846,1
20358,Alto,0.196,2
20148,Muy alto,1.247,1
20162,Muy alto,1.429,1
20343,Alto,0.141,2
20369,Medio,-0.118,2
20368,Alto,0.244,2
20428,Muy alto,1.275,1
20038,Alto,1.001,1
20420,Alto,1.183,1
20243,Medio,-0.203,2
20481,Muy alto,1.743,1
20187,Muy alto,1.516,1
20478,Alto,0.42,2
20081,Alto,0.774,1
20094,Medio,-0.001,2
20233,Muy alto,1.356,1
20496,Bajo,-0.657,3
20149,Muy alto,1.271,1
20395,Muy alto,1.654,1
20336,Alto,1.03,1
20315,Muy alto,2.067,0
20431,Alto,0.405,2
20340,Alto,0.386,2
20097,Alto,0.609,1
20504,Alto,0.427,1
20438,Muy alto,1.344,1
20541,Alto,0.291,1
20569,Alto,0.517,0
20548,Alto,0.741,0
20092,Medio,-0.275,2
20465,Alto,0.688,1
20163,Muy alto,1.304,1
20175,Alto,0.654,0
20400,Alto,0.327,2
20314,Medio,0.009,2
20236,Muy alto,2.009,1
20372,Muy alto,1.521,1
20562,Medio,-0.098,2
20247,Bajo,-0.986,2
20374,Muy alto,2.174,1
20445,Alto,0.838,1
20165,Alto,0.736,1
20301,Alto,0.339,1
20523,Medio,-0.121,2
20192,Bajo,-0.826,3
20508,Medio,-0.466,2
20110,Muy alto,1.391,1
20222,Medio,0.046,1
20429,Muy alto,1.282,1
20173,Alto,0.537,1
20080,Alto,0.565,1
20179,Alto,0.553,2
20477,Alto,0.812,1
20346,Alto,0.82,1
20456,Alto,0.608,1
20568,Alto,0.316,1
20362,Alto,0.429,1
20056,Alto,0.681,1
20237,Medio,-0.061,2
20292,Alto,1.097,0
20160,Alto,0.183,2
20183,Muy alto,1.272,0
20529,Muy alto,2.359,1
20048,Muy alto,1.596,1
20558,Alto,0.487,2
20473,Medio,-0.323,2
20216,Alto,0.271,1
20274,Muy alto,1.285,1
20245,Alto,1.047,0
20563,Muy alto,1.546,1
20317,Alto,0.405,0
20194,Alto,0.26,2
20221,Alto,0.204,2
20109,Medio,-0.262,2
20329,Alto,1.096,2
20053,Medio,-0.154,2
20065,Muy alto,1.254,1
20328,Muy alto,1.639,1
20128,Medio,0.065,2
20011,Alto,1.061,1
20034,Alto,0.364,0
20049,Alto,0.287,1
20251,Muy alto,1.326,1
20289,Alto,0.464,1
20564,Alto,0.929,1
20382,Muy alto,1.45,0
20250,Alto,0.162,2
20078,Bajo,-0.844,3
20270,Muy alto,1.604,1
20303,Alto,0.366,2
20241,Alto,0.531,1
20132,Medio,-0.207,2
20402,Alto,0.428,1
20319,Alto,0.811,1
20195,Muy alto,1.344,1
20365,Alto,0.095,2
20299,Alto,0.339,2
20168,Alto,0.635,1
20371,Alto,0.728,1
20522,Alto,0.907,1
20514,Muy alto,1.698,1
20544,Alto,0.319,2
20268,Alto,0.403,1
20239,Alto,0.304,2
20127,Muy alto,1.558,1
20283,Alto,0.134,2
20032,Alto,1.103,0
20262,Medio,-0.224,2
20142,Alto,1.222,1
20257,Alto,0.943,1
20155,Muy alto,1.547,1
20436,Muy alto,1.678,0
20528,Alto,1.197,1
20290,Alto,0.235,2
20458,Alto,0.114,2
20389,Muy alto,1.428,1
20144,Alto,0.554,1
20230,Alto,0.226,1
20501,Alto,0.273,1
20547,Medio,-0.05,2
20004,Medio,-0.165,2
20086,Alto,0.349,1
20359,Alto,0.729,1
20335,Alto,0.497,1
20432,Bajo,-0.533,3
20296,Alto,0.487,1
20001,Alto,1.077,1
20480,Alto,0.97,1
20451,Muy alto,2.243,1
20331,Alto,0.8,1
20361,Alto,0.701,1
20512,Alto,0.893,1
20238,Alto,0.096,2
20440,Alto,0.506,1
20542,Alto,0.694,1
20411,Medio,-0.338,2
20228,Muy alto,1.398,1
20018,Alto,0.628,1
20140,Alto,0.511,2
20322,Muy alto,1.502,1
20215,Medio,-0.373,2
20313,Alto,0.913,1
20357,Medio,-0.019,2
20008,Medio,-0.201,2
20506,Alto,0.411,1
20101,Alto,0.941,1
20304,Muy alto,1.647,1
20404,Medio,-0.32,2
20282,Alto,0.746,1
20355,Muy alto,1.318,1
20321,Alto,0.708,1
20022,Alto,0.141,2
20096,Bajo,-0.66,3
20258,Alto,0.152,2
20276,Muy alto,1.326,1
20316,Alto,0.223,1
20538,Alto,0.517,0
20320,Alto,0.595,1
20370,Medio,-0.107,2
20209,Muy alto,1.397,1
20121,Alto,0.362,1
20510,Alto,0.731,1
20114,Alto,0.568,1
20122,Medio,-0.335,2
20246,Alto,1.157,1
20204,Alto,0.091,2
20288,Alto,0.87,1
20422,Alto,0.319,1
20383,Alto,0.71,1
20199,Alto,1.195,1
20224,Medio,-0.36,4
20186,Alto,0.232,2
20311,Muy alto,1.253,1
20035,Muy bajo,-1.106,3
20218,Alto,0.883,1
20463,Alto,0.63,1
20493,Medio,-0.207,2
20461,Muy alto,1.562,1
20354,Muy alto,1.815,1
20419,Medio,-0.365,2
20471,Medio,-0.015,2
20416,Alto,0.916,1
20093,Medio,-0.092,2
20074,Alto,0.321,2
20408,Medio,0.062,2
20062,Bajo,-0.614,3
20223,Bajo,-0.688,3
20099,Muy alto,1.323,1
20443,Medio,-0.297,2
20423,Alto,0.512,1
20138,Alto,0.493,1
20181,Alto,0.533,1
20552,Alto,0.129,2
20100,Alto,0.926,1
20054,Medio,-0.106,2
20196,Medio,-0.243,2
20536,Medio,0.062,2
20444,Alto,0.319,2
20503,Bajo,-0.52,3
20476,Medio,-0.012,2
20119,Alto,1.029,1
20172,Alto,0.104,2
20147,Alto,0.487,1
20373,Alto,0.694,1
20129,Medio,-0.314,2
20430,Muy alto,1.431,1
20376,Alto,0.761,1
20464,Alto,0.712,1
20332,Alto,0.26,2
20120,Alto,0.303,1
20191,Medio,-0.128,2
20151,Alto,0.409,2
20524,Medio,-0.164,2
20287,Alto,0.309,1
20442,Medio,-0.435,3
20281,Medio,-0.036,2
20556,Medio,0.048,2
20106,Alto,0.519,1
20267,Medio,-0.264,2
20341,Medio,-0.299,2
20521,Alto,1.07,2
20256,Alto,0.138,2
20479,Alto,0.144,2
20518,Medio,-0.066,2
20488,Medio,0.004,2
20047,Bajo,-0.594,3
21114,Muy bajo,-1.564,3
21156,Bajo,-0.687,4
21132,Muy bajo,-1.171,3
21119,Muy bajo,-1.652,3
21019,Bajo,-0.705,3
21140,Muy bajo,-1.166,3
21015,Bajo,-0.861,4
21041,Muy bajo,-1.618,3
21071,Medio,-0.318,4
21174,Bajo,-0.756,3
21208,Medio,-0.156,3
21197,Medio,-0.105,0
21164,Bajo,-0.534,4
21085,Medio,-0.459,4
21154,Bajo,-0.504,4
21074,Bajo,-0.966,3
21010,Muy alto,1.242,0
21001,Medio,-0.286,4
21053,Medio,-0.136,0
21004,Medio,-0.234,0
21207,Alto,0.115,2
21186,Medio,-0.084,2
21177,Alto,0.767,0
21115,Alto,0.279,0
21043,Alto,1.027,1
21045,Medio,-0.325,0
21110,Alto,0.436,0
21034,Bajo,-0.736,4
21180,Medio,-0.432,2
21199,Alto,0.381,0
21003,Medio,-0.229,4
21051,Medio,-0.266,4
21054,Alto,0.312,0
21094,Medio,-0.32,4
21143,Bajo,-0.504,2
21104,Medio,-0.437,3
21142,Medio,-0.258,0
21194,Medio,-0.137,4
21179,Alto,0.147,0
21017,Alto,0.356,0
21106,Alto,0.181,0
21172,Alto,0.541,2
21118,Medio,-0.27,0
21076,Alto,0.527,2
21050,Alto,1.155,1
21149,Alto,0.336,0
21205,Medio,0.017,0
21069,Alto,0.278,2
21195,Muy alto,1.677,1
21083,Alto,0.56,1
21116,Alto,1.168,0
21109,Alto,0.757,1
21153,Bajo,-0.52,2
21090,Bajo,-0.846,4
21189,Medio,-0.396,4
21013,Medio,0.01,0
21169,Alto,0.405,1
21161,Medio,-0.025,4
21065,Medio,0.067,1
21035,Alto,0.166,0
21048,Medio,-0.473,2
21134,Bajo,-0.592,4
21047,Medio,-0.157,4
21058,Muy alto,1.256,1
21183,Muy alto,1.4,1
21099,Alto,0.564,2
21212,Alto,0.873,1
21072,Muy alto,2.434,1
21217,Muy alto,2.065,1
21108,Medio,-0.334,0
21111,Alto,0.933,0
21188,Alto,0.431,2
21163,Bajo,-0.649,4
21067,Medio,-0.086,0
21170,Alto,0.138,2
21214,Medio,0.0,0
21064,Alto,0.671,0
21049,Muy alto,1.581,1
21178,Alto,0.908,0
21211,Bajo,-0.866,3
21124,Alto,0.248,0
21044,Medio,-0.092,2
21006,Muy alto,1.443,1
21078,Muy alto,1.415,1
21063,Medio,-0.223,0
21144,Medio,-0.441,0
21026,Medio,-0.135,0
21117,Bajo,-0.931,3
21145,Muy alto,1.919,1
21036,Muy alto,1.679,1
21213,Alto,1.097,1
21129,Alto,0.278,0
21087,Alto,0.766,0
21075,Alto,0.44,0
21089,Alto,1.159,1
21175,Medio,-0.201,4
21202,Alto,1.146,1
21061,Muy alto,2.085,1
21102,Bajo,-0.537,4
21136,Muy bajo,-1.268,3
21022,Alto,0.284,2
21152,Medio,-0.111,4
21086,Alto,1.09,1
21138,Alto,0.472,0
21167,Muy alto,1.695,1
21107,Muy alto,2.394,1
21008,Medio,-0.276,2
21157,Alto,0.211,0
21091,Bajo,-0.902,3
21122,Bajo,-0.649,4
21040,Alto,0.264,1
21038,Medio,-0.171,0
21100,Alto,0.994,1
21137,Alto,0.448,1
21112,Alto,0.664,1
21023,Alto,0.817,1
21039,Alto,0.79,1
21148,Alto,0.684,0
21191,Alto,0.325,0
21002,Alto,0.737,1
21125,Bajo,-0.872,2
21016,Alto,0.332,1
21082,Medio,-0.198,2
21128,Medio,-0.331,2
21025,Alto,0.505,1
21176,Medio,-0.009,2
21151,Bajo,-0.583,4
21209,Alto,0.397,2
21166,Alto,0.214,1
21185,Alto,0.186,2
21073,Alto,0.232,2
21204,Medio,-0.049,2
21057,Alto,0.683,1
21093,Alto,0.409,2
21046,Medio,0.069,0
21068,Muy alto,1.399,1
21060,Medio,-0.325,0
21150,Alto,0.731,1
21193,Alto,1.027,1
21181,Bajo,-0.596,4
21020,Medio,-0.189,0
21084,Muy alto,1.342,1
21158,Alto,0.801,0
21168,Alto,1.171,1
21012,Medio,0.047,2
21184,Alto,1.004,1
21098,Alto,0.256,2
21203,Alto,0.399,4
21070,Alto,1.137,1
21192,Alto,0.468,1
21147,Alto,0.847,1
21126,Medio,0.071,2
21103,Alto,0.497,2
21173,Bajo,-0.664,2
21066,Alto,0.673,1
21120,Alto,1.206,1
21210,Alto,0.66,1
21155,Alto,0.126,0
21079,Medio,-0.239,2
21187,Alto,1.207,1
21092,Alto,0.901,1
21077,Muy alto,2.09,1
21182,Medio,-0.075,2
21215,Alto,0.718,1
21033,Alto,0.242,2
21062,Alto,0.247,2
21014,Alto,1.179,1
21105,Alto,0.185,2
21055,Alto,0.581,1
21088,Alto,1.037,1
21206,Alto,0.728,1
21113,Alto,0.518,1
21162,Muy alto,1.52,1
21027,Alto,0.727,1
21123,Muy alto,1.532,1
21159,Muy alto,1.475,1
21018,Alto,0.425,2
21029,Alto,0.645,1
21081,Alto,1.19,1
21139,Alto,0.334,1
21171,Medio,-0.402,2
21127,Alto,0.452,2
21130,Medio,0.032,2
21200,Alto,0.471,1
21141,Alto,0.204,2
21201,Alto,0.478,1
21101,Alto,0.326,2
21007,Alto,0.807,1
21042,Alto,0.941,0
21160,Alto,0.3,2
21005,Muy alto,1.755,1
21031,Alto,0.686,1
21096,Medio,-0.165,2
21028,Muy alto,1.45,1
21080,Alto,0.854,1
21216,Alto,1.131,1
21097,Medio,-0.484,2
21037,Medio,0.017,2
21059,Alto,0.358,2
21009,Alto,0.394,2
21011,Alto,0.404,1
21196,Alto,0.151,2
21032,Alto,0.705,1
21056,Alto,0.382,1
21021,Medio,-0.003,2
21121,Alto,0.787,1
21190,Medio,0.04,2
21198,Alto,1.031,0
21052,Alto,0.95,1
21165,Alto,1.064,1
21024,Alto,0.304,2
21131,Alto,0.307,2
21030,Alto,0.703,1
21146,Alto,0.831,1
21133,Alto,0.255,2
21135,Alto,0.596,1
21095,Medio,-0.162,2
22014,Muy bajo,-1.765,3
22016,Muy bajo,-1.297,3
22006,Muy bajo,-1.878,3
22011,Bajo,-1.051,3
22017,Bajo,-0.98,3
22004,Medio,-0.007,1
22012,Bajo,-0.86,3
22005,Medio,-0.414,3
22001,Alto,0.101,2
22007,Bajo,-0.652,3
22008,Medio,-0.393,3
22018,Medio,-0.051,1
22009,Medio,-0.308,4
22002,Alto,0.509,1
22013,Medio,-0.003,1
22010,Alto,0.292,0
22003,Medio,-0.162,2
22015,Medio,-0.236,3
23005,Muy bajo,-1.474,3
23004,Muy bajo,-1.109,3
23008,Muy bajo,-1.477,3
23001,Muy bajo,-1.246,3
23002,Alto,0.424,1
23010,Alto,0.203,0
23006,Alto,0.304,1
23009,Bajo,-0.874,3
23007,Alto,0.302,1
23003,Bajo,-0.685,3
24028,Muy bajo,-1.704,3
24035,Muy bajo,-1.694,3
24013,Bajo,-0.827,3
24020,Muy bajo,-1.119,3
24024,Medio,-0.416,3
24037,Alto,0.393,0
24021,Medio,-0.192,2
24054,Alto,0.724,1
24050,Medio,-0.29,3
24003,Muy alto,2.112,1
24011,Bajo,-0.615,4
24016,Medio,-0.395,4
24032,Alto,0.124,1
24040,Medio,-0.344,3
24053,Medio,0.046,2
24049,Alto,0.228,1
24010,Medio,0.017,0
24025,Medio,-0.269,4
24057,Alto,0.621,1
24036,Alto,0.543,0
24017,Alto,0.965,0
24055,Medio,-0.262,3
24058,Medio,-0.485,4
24008,Bajo,-0.665,3
24029,Alto,1.015,0
24015,Medio,-0.454,4
24012,Alto,1.111,1
24041,Alto,0.715,1
24022,Alto,0.432,1
24007,Bajo,-0.738,3
24005,Bajo,-0.701,3
24001,Alto,0.257,1
24046,Alto,0.111,3
24018,Alto,0.819,1
24039,Alto,0.963,1
24038,Alto,0.589,0
24023,Alto,0.293,0
24056,Medio,-0.063,4
24014,Alto,0.564,0
24042,Medio,-0.166,4
24051,Medio,-0.293,2
24034,Alto,0.254,0
24045,Medio,0.057,0
24033,Alto,0.099,2
24031,Muy alto,2.257,1
24027,Medio,-0.22,4
24052,Alto,0.246,2
24006,Alto,0.344,0
24047,Alto,0.808,0
24043,Alto,0.181,0
24026,Alto,1.008,1
24002,Alto,0.598,0
24044,Alto,0.547,0
24019,Alto,0.615,1
24048,Bajo,-0.585,3
24030,Medio,-0.066,2
24009,Bajo,-0.54,3
24004,Alto,0.387,2
25006,Muy bajo,-1.497,3
25012,Muy bajo,-1.527,3
25001,Muy bajo,-1.223,3
25011,Bajo,-0.705,3
25018,Medio,-0.433,3
25010,Medio,-0.355,2
25017,Alto,0.13,2
25015,Muy bajo,-1.35,3
25009,Bajo,-0.748,3
25008,Medio,-0.43,3
25014,Bajo,-0.658,3
25002,Bajo,-0.813,3
25013,Medio,-0.105,2
25007,Alto,0.319,1
25003,Alto,0.676,1
25004,Bajo,-0.546,3
25016,Medio,-0.211,3
25005,Medio,-0.317,3
26030,Muy bajo,-1.728,3
26018,Muy bajo,-1.478,3
26043,Muy bajo,-1.557,3
26055,Muy bajo,-1.292,3
26042,Bajo,-1.009,3
26029,Muy bajo,-1.258,3
26017,Muy bajo,-1.169,3
26002,Muy bajo,-1.455,3
26033,Bajo,-0.542,2
26026,Medio,-0.148,2
26048,Muy bajo,-1.515,3
26025,Muy bajo,-1.258,3
26019,Muy bajo,-1.867,3
26036,Muy bajo,-1.604,3
26003,Medio,-0.034,1
26012,Bajo,-0.518,2
26071,Bajo,-0.774,4
26070,Bajo,-0.947,3
26058,Muy bajo,-1.51,3
26072,Medio,-0.357,4
26041,Muy bajo,-1.669,3
26035,Muy bajo,-1.145,3
26004,Muy bajo,-1.093,3
26047,Muy bajo,-1.271,3
26056,Medio,0.062,3
26066,Muy bajo,-1.179,3
26027,Muy bajo,-1.596,3
26039,Muy bajo,-1.549,3
26023,Muy bajo,-1.286,3
26069,Medio,-0.21,2
26052,Bajo,-0.835,3
26016,Muy bajo,-1.459,3
26051,Medio,-0.296,3
26038,Muy bajo,-1.399,3
26020,Bajo,-0.786,3
26014,Bajo,-1.068,3
26049,Alto,1.048,0
26001,Bajo,-1.044,3
26006,Muy bajo,-1.089,3
26045,Medio,-0.439,3
26021,Bajo,-0.693,3
26040,Medio,-0.266,2
26059,Muy bajo,-1.137,3
26013,Muy bajo,-1.232,3
26064,Bajo,-0.532,3
26060,Bajo,-0.785,3
26011,Muy bajo,-1.254,3
26067,Muy bajo,-1.41,3
26057,Bajo,-0.987,3
