CVE_MUN,GM,IM,k-means++
18005,Muy alto,2.048,2
18003,Bajo,-0.646,1
18013,Bajo,-0.66,1
19039,Muy bajo,-1.901,3
19026,Muy bajo,-1.918,3
19006,Muy bajo,-1.89,3
19046,Muy bajo,-2.095,3
19021,Muy bajo,-1.749,3
19031,Muy bajo,-1.621,3
19048,Muy bajo,-1.849,3
19018,Muy bajo,-1.622,3
19019,Muy bajo,-2.219,3
19009,Muy bajo,-1.563,3
19041,Muy bajo,-1.426,3
19033,Muy bajo,-1.169,3
19025,Muy bajo,-1.606,3
19038,Muy bajo,-1.431,3
19045,Muy bajo,-1.328,3
19012,Muy bajo,-1.552,3
19049,Muy bajo,-1.627,3
19017,Medio,-0.189,1
19010,Muy bajo,-1.435,3
19044,Muy bajo,-1.559,3
19004,Muy bajo,-1.616,3
19014,Medio,0.036,4
19005,Muy bajo,-1.095,3
19007,Alto,0.169,4
19022,Bajo,-0.93,3
19047,Muy bajo,-1.68,3
19013,Muy bajo,-1.261,3
19011,Muy bajo,-1.306,3
19036,Alto,0.422,4
19029,Muy bajo,-1.259,3
19024,Alto,0.595,4
19034,Muy bajo,-1.127,1
19020,Bajo,-1.027,1
19037,Bajo,-0.848,1
19032,Muy bajo,-1.261,3
19042,Bajo,-0.878,1
19051,Bajo,-0.834,1
19008,Bajo,-0.876,1
19030,Medio,-0.027,1
19016,Bajo,-0.845,1
19043,Alto,0.1,4
19001,Muy bajo,-1.125,1
19002,Bajo,-0.988,1
19027,Bajo,-0.76,1
19015,Bajo,-0.606,1
19050,Bajo,-0.665,1
19028,Bajo,-0.822,1
19003,Bajo,-0.776,1
19023,Bajo,-0.677,1
19040,Bajo,-0.945,1
19035,Muy bajo,-1.144,1
20067,Muy bajo,-1.52,3
20184,Bajo,-0.607,3
20043,Bajo,-0.646,3
20385,Bajo,-0.979,3
20079,Muy bajo,-1.134,3
20039,Bajo,-0.698,3
20515,Medio,-0.339,3
20482,Alto,0.227,4
20390,Muy bajo,-1.558,3
20318,Bajo,-0.557,3
20324,Alto,0.45,4
20334,Alto,0.333,4
20002,Alto,0.339,4
20413,Bajo,-0.686,3
20565,Medio,-0.137,3
20044,Medio,-0.276,4
20059,Medio,0.057,4
20397,Medio,-0.184,4
20057,Alto,0.285,4
20278,Alto,1.179,0
20469,Alto,0.975,0
20399,Bajo,-0.904,3
20073,Alto,0.107,4
20041,Muy alto,1.705,0
20198,Alto,1.216,0
20014,Bajo,-1.072,3
20134,Muy alto,1.62,0
20439,Alto,1.174,0
20085,Muy alto,2.414,0
20401,Medio,-0.171,4
20190,Alto,0.776,4
20107,Bajo,-0.928,3
20559,Alto,0.145,4
20551,Bajo,-0.573,3
20068,Medio,0.05,4
20023,Bajo,-0.544,3
20028,Alto,0.436,4
20406,Muy alto,3.13,0
20232,Muy alto,1.249,0
20570,Medio,0.014,4
20467,Alto,0.16,4
20207,Alto,1.136,0
20006,Medio,-0.213,3
20386,Muy alto,2.059,0
20124,Muy alto,1.353,0
20171,Muy alto,3.808,0
20350,Muy bajo,-1.788,3
20526,Alto,0.76,4
20205,Alto,1.18,0
20427,Alto,0.728,4
20447,Alto,0.721,4
20293,Muy bajo,-1.455,3
20364,Alto,0.431,4
20021,Medio,0.035,4
20227,Muy bajo,-1.151,3
20157,Muy bajo,-1.589,3
20557,Bajo,-0.817,3
20327,Alto,0.208,4
20005,Bajo,-0.516,1
20248,Muy alto,3.174,2
20010,Bajo,-0.805,1
20468,Alto,1.034,0
20418,Medio,-0.292,3
20058,Muy alto,1.865,0
20466,Muy alto,2.805,0
20150,Bajo,-0.807,3
20375,Muy bajo,-1.218,3
20450,Muy alto,2.154,0
20298,Medio,0.076,4
20277,Muy alto,1.479,0
20312,Muy alto,1.454,0
20242,Muy alto,2.711,0
20525,Medio,0.054,4
20125,Alto,0.702,4
20166,Medio,0.008,4
20309,Muy alto,1.996,0
20377,Alto,1.144,0
20136,Alto,0.307,4
20025,Medio,-0.236,3
20414,Alto,0.618,4
20549,Alto,0.498,4
20325,Alto,1.144,0
20509,Muy alto,1.694,0
20338,Bajo,-0.935,3
20131,Alto,0.533,4
20012,Muy alto,1.86,0
20483,Medio,-0.404,3
20553,Bajo,-0.717,3
20188,Alto,1.103,0
20307,Alto,0.321,4
20177,Alto,0.25,4
20016,Muy alto,3.052,0
20545,Bajo,-0.684,3
20475,Alto,0.825,0
20417,Alto,0.383,4
20083,Bajo,-0.903,3
20295,Bajo,-0.624,3
20513,Alto,0.294,4
20115,Bajo,-0.896,1
20407,Muy alto,2.211,0
20026,Alto,0.433,4
20143,Alto,0.096,4
20437,Alto,0.855,0
20409,Muy bajo,-1.614,3
20185,Alto,0.166,4
20441,Alto,0.368,4
20426,Muy alto,1.525,0
20030,Muy bajo,-1.325,3
20310,Alto,0.7,4
20266,Alto,0.757,4
20348,Alto,0.832,0
20500,Alto,0.507,4
20229,Muy alto,1.988,0
20045,Bajo,-1.005,1
20042,Medio,-0.165,1
20275,Alto,1.102,0
20505,Bajo,-0.618,3
20135,Medio,-0.084,1
20540,Bajo,-0.688,3
20141,Alto,0.651,4
20261,Alto,1.176,4
20064,Alto,0.482,4
20105,Alto,0.41,4
20234,Muy alto,1.999,0
20009,Alto,0.377,4
20031,Alto,0.863,0
20294,Bajo,-0.98,3
20520,Alto,0.254,4
20070,Alto,0.667,4
20498,Muy alto,1.452,0
20178,Bajo,-0.647,1
20072,Alto,1.068,0
20265,Alto,1.121,0
20208,Alto,1.094,0
20300,Alto,0.715,4
20560,Alto,0.679,4
20537,Alto,0.386,4
20272,Alto,0.577,0
20392,Muy alto,2.02,0
20040,Muy alto,2.947,0
20090,Alto,0.192,4
20225,Muy alto,1.453,0
20446,Muy alto,1.392,0
20052,Medio,0.008,1
20103,Alto,0.759,0
20543,Muy alto,1.255,0
20546,Alto,0.548,4
20210,Alto,0.67,4
20539,Bajo,-0.695,1
20550,Alto,0.219,4
20036,Alto,0.768,4
20554,Alto,0.982,0
20091,Muy bajo,-1.139,1
20066,Medio,0.073,4
20502,Muy alto,2.081,0
20126,Muy alto,1.506,0
20326,Muy alto,1.484,0
20130,Alto,0.926,4
20516,Alto,0.905,0
20159,Muy alto,1.266,0
20489,Alto,0.683,4
20415,Alto,0.509,4
20460,Alto,1.12,0
20470,Alto,0.585,4
20153,Alto,0.485,4
20015,Muy alto,1.719,0
20517,Muy alto,1.974,0
20337,Muy alto,1.703,0
20384,Muy alto,1.455,0
20202,Alto,0.96,0
20494,Muy alto,1.646,0
20051,Muy alto,2.39,0
20421,Medio,-0.283,1
20302,Muy alto,1.314,0
20367,Muy alto,1.253,0
20098,Alto,1.15,0
20108,Alto,1.154,0
20398,Alto,0.665,4
20116,Muy alto,1.73,0
20102,Medio,-0.017,1
20491,Alto,0.498,4
20037,Muy alto,1.376,0
20459,Medio,-0.097,1
20497,Muy alto,1.758,0
20087,Medio,0.07,4
20095,Muy alto,1.651,0
20213,Alto,0.957,0
20484,Alto,0.595,4
20111,Alto,1.062,0
20291,Alto,0.515,4
20305,Bajo,-0.85,1
20330,Alto,0.764,4
20434,Alto,1.172,0
20029,Muy alto,1.906,0
20269,Alto,0.15,4
20082,Alto,0.464,4
20462,Medio,-0.13,1
20345,Alto,0.445,4
20339,Medio,-0.25,1
20452,Muy alto,1.55,0
20084,Muy bajo,-1.099,1
20020,Muy alto,1.447,0
20534,Muy alto,1.52,0
20174,Bajo,-0.946,1
20063,Bajo,-1.021,1
20366,Alto,1.146,0
20424,Alto,1.106,0
20169,Muy alto,2.748,0
20393,Alto,0.808,0
20145,Bajo,-0.548,1
20244,Alto,0.527,4
20360,Alto,0.61,4
20077,Medio,-0.235,1
20200,Alto,0.973,0
20453,Medio,0.037,4
20532,Alto,1.172,0
20285,Alto,0.712,4
20024,Muy alto,1.435,0
20235,Alto,1.074,0
20530,Alto,0.636,4
20249,Alto,0.965,0
20133,Alto,1.187,0
20347,Alto,0.407,4
20306,Muy alto,1.516,0
20352,Muy alto,2.155,0
20055,Alto,0.146,4
20507,Alto,0.891,4
20435,Muy alto,1.87,0
20378,Alto,0.477,4
20050,Muy alto,1.806,0
20137,Alto,0.66,0
20017,Alto,1.025,0
20391,Muy alto,2.334,0
20410,Alto,0.142,4
20342,Bajo,-0.972,1
20472,Medio,-0.143,1
20156,Medio,-0.094,1
20273,Muy alto,1.606,0
20474,Alto,0.248,4
20203,Alto,1.178,0
20076,Alto,0.268,4
20170,Muy alto,2.216,0
20396,Muy alto,2.367,0
20197,Alto,0.439,4
20485,Muy alto,1.468,0
20263,Muy alto,1.519,0
20412,Muy alto,1.736,2
20286,Alto,0.789,0
20046,Alto,0.799,0
20284,Muy alto,2.189,0
20308,Alto,0.586,4
20567,Muy alto,1.707,0
20254,Alto,0.846,4
20511,Alto,1.125,0
20495,Muy alto,1.657,0
20490,Alto,1.027,0
20457,Alto,0.963,0
20555,Alto,0.21,4
20566,Alto,1.194,0
20113,Alto,0.259,4
20519,Medio,-0.065,1
20403,Bajo,-0.531,1
20231,Muy alto,1.529,0
20535,Muy alto,1.254,0
20492,Alto,1.188,0
20013,Medio,-0.24,1
20449,Alto,0.396,4
20019,Alto,0.867,0
20379,Muy alto,1.321,0
20454,Alto,1.141,0
20212,Muy alto,1.564,0
20387,Alto,0.201,4
20217,Muy alto,1.949,0
20071,Muy alto,1.47,0
20189,Muy alto,1.553,0
20351,Alto,0.743,4
20088,Muy alto,1.544,0
20561,Alto,1.169,4
20146,Alto,1.085,0
20164,Alto,0.872,4
20394,Alto,0.37,4
20123,Alto,0.742,4
20075,Medio,-0.098,1
20226,Alto,0.401,4
20061,Alto,1.066,0
20176,Alto,0.811,4
20344,Alto,0.219,4
20381,Medio,-0.176,1
20279,Alto,0.675,4
20211,Muy alto,1.624,0
20271,Muy alto,1.606,0
20220,Alto,0.466,4
20033,Bajo,-0.846,1
20069,Muy alto,1.382,0
20531,Medio,-0.261,1
20333,Medio,-0.271,1
20219,Alto,0.875,0
20104,Alto,0.764,0
20527,Alto,0.985,0
20180,Alto,0.241,4
20193,Medio,-0.176,1
20060,Alto,1.194,0
20455,Alto,1.149,4
20363,Medio,-0.001,4
20433,Muy alto,2.062,0
20007,Muy alto,1.535,0
20161,Alto,0.759,4
20297,Muy alto,1.333,0
20112,Alto,0.663,4
20118,Alto,1.181,0
20206,Alto,0.386,4
20154,Alto,0.543,4
20486,Alto,0.384,4
20388,Alto,1.205,0
20259,Muy alto,1.759,0
20117,Muy alto,1.36,0
20240,Muy alto,2.348,0
20280,Medio,0.036,4
20158,Alto,1.025,0
20027,Muy alto,1.592,0
20448,Muy alto,1.72,0
20182,Alto,0.934,0
20260,Alto,0.664,4
20353,Alto,0.096,1
20533,Alto,0.366,4
20380,Alto,0.511,4
20089,Alto,0.206,4
20405,Alto,0.232,4
20152,Muy alto,1.723,0
20323,Alto,0.651,4
20264,Alto,1.215,0
20499,Bajo,-0.616,1
20425,Alto,0.595,4
20253,Muy alto,1.429,0
20356,Medio,0.068,4
20252,Muy alto,1.415,0
20139,Muy alto,1.37,0
20167,Muy alto,1.277,0
20003,Alto,0.906,0
20255,Muy alto,1.259,0
20487,Alto,0.117,4
20214,Muy alto,1.27,0
20349,Alto,0.618,4
20201,Alto,0.846,0
20358,Alto,0.196,4
20148,Muy alto,1.247,0
20162,Muy alto,1.429,0
20343,Alto,0.141,4
20369,Medio,-0.118,1
20368,Alto,0.244,4
20428,Muy alto,1.275,0
20038,Alto,1.001,0
20420,Alto,1.183,0
20243,Medio,-0.203,1
20481,Muy alto,1.743,0
20187,Muy alto,1.516,0
20478,Alto,0.42,4
20081,Alto,0.774,0
20094,Medio,-0.001,4
20233,Muy alto,1.356,0
20496,Bajo,-0.657,1
20149,Muy alto,1.271,0
20395,Muy alto,1.654,0
20336,Alto,1.03,0
20315,Muy alto,2.067,0
20431,Alto,0.405,4
20340,Alto,0.386,4
20097,Alto,0.609,4
20504,Alto,0.427,4
20438,Muy alto,1.344,0
20541,Alto,0.291,4
20569,Alto,0.517,4
20548,Alto,0.741,4
20092,Medio,-0.275,1
20465,Alto,0.688,0
20163,Muy alto,1.304,0
20175,Alto,0.654,4
20400,Alto,0.327,4
20314,Medio,0.009,4
20236,Muy alto,2.009,0
20372,Muy alto,1.521,0
20562,Medio,-0.098,1
20247,Bajo,-0.986,1
20374,Muy alto,2.174,0
20445,Alto,0.838,0
20165,Alto,0.736,4
20301,Alto,0.339,4
20523,Medio,-0.121,1
20192,Bajo,-0.826,1
20508,Medio,-0.466,1
20110,Muy alto,1.391,0
20222,Medio,0.046,1
20429,Muy alto,1.282,0
20173,Alto,0.537,4
20080,Alto,0.565,4
20179,Alto,0.553,4
20477,Alto,0.812,0
20346,Alto,0.82,4
20456,Alto,0.608,4
20568,Alto,0.316,4
20362,Alto,0.429,4
20056,Alto,0.681,4
20237,Medio,-0.061,1
20292,Alto,1.097,0
20160,Alto,0.183,4
20183,Muy alto,1.272,0
20529,Muy alto,2.359,2
20048,Muy alto,1.596,0
20558,Alto,0.487,4
20473,Medio,-0.323,1
20216,Alto,0.271,4
20274,Muy alto,1.285,0
20245,Alto,1.047,0
20563,Muy alto,1.546,0
20317,Alto,0.405,4
20194,Alto,0.26,4
20221,Alto,0.204,4
20109,Medio,-0.262,1
20329,Alto,1.096,0
20053,Medio,-0.154,1
20065,Muy alto,1.254,0
20328,Muy alto,1.639,0
20128,Medio,0.065,1
20011,Alto,1.061,4
20034,Alto,0.364,4
20049,Alto,0.287,4
20251,Muy alto,1.326,0
20289,Alto,0.464,4
20564,Alto,0.929,4
20382,Muy alto,1.45,0
20250,Alto,0.162,4
20078,Bajo,-0.844,1
20270,Muy alto,1.604,0
20303,Alto,0.366,4
20241,Alto,0.531,4
20132,Medio,-0.207,1
20402,Alto,0.428,4
20319,Alto,0.811,0
20195,Muy alto,1.344,0
20365,Alto,0.095,4
20299,Alto,0.339,4
20168,Alto,0.635,4
20371,Alto,0.728,4
20522,Alto,0.907,0
20514,Muy alto,1.698,0
20544,Alto,0.319,4
20268,Alto,0.403,4
20239,Alto,0.304,4
20127,Muy alto,1.558,0
20283,Alto,0.134,4
20032,Alto,1.103,0
20262,Medio,-0.224,1
20142,Alto,1.222,0
20257,Alto,0.943,0
20155,Muy alto,1.547,0
20436,Muy alto,1.678,0
20528,Alto,1.197,0
20290,Alto,0.235,4
20458,Alto,0.114,4
20389,Muy alto,1.428,0
20144,Alto,0.554,4
20230,Alto,0.226,4
20501,Alto,0.273,4
20547,Medio,-0.05,1
20004,Medio,-0.165,1
20086,Alto,0.349,4
20359,Alto,0.729,0
20335,Alto,0.497,4
20432,Bajo,-0.533,1
20296,Alto,0.487,4
20001,Alto,1.077,0
20480,Alto,0.97,0
20451,Muy alto,2.243,0
20331,Alto,0.8,4
20361,Alto,0.701,4
20512,Alto,0.893,0
20238,Alto,0.096,4
20440,Alto,0.506,4
20542,Alto,0.694,4
20411,Medio,-0.338,1
20228,Muy alto,1.398,0
20018,Alto,0.628,4
20140,Alto,0.511,4
20322,Muy alto,1.502,0
20215,Medio,-0.373,1
20313,Alto,0.913,0
20357,Medio,-0.019,1
20008,Medio,-0.201,1
20506,Alto,0.411,4
20101,Alto,0.941,0
20304,Muy alto,1.647,0
20404,Medio,-0.32,1
20282,Alto,0.746,4
20355,Muy alto,1.318,0
20321,Alto,0.708,4
20022,Alto,0.141,4
20096,Bajo,-0.66,1
20258,Alto,0.152,4
20276,Muy alto,1.326,0
20316,Alto,0.223,4
20538,Alto,0.517,4
20320,Alto,0.595,4
20370,Medio,-0.107,1
20209,Muy alto,1.397,0
20121,Alto,0.362,4
20510,Alto,0.731,4
20114,Alto,0.568,4
20122,Medio,-0.335,1
20246,Alto,1.157,0
20204,Alto,0.091,4
20288,Alto,0.87,4
20422,Alto,0.319,4
20383,Alto,0.71,4
20199,Alto,1.195,0
20224,Medio,-0.36,1
20186,Alto,0.232,4
20311,Muy alto,1.253,0
20035,Muy bajo,-1.106,1
20218,Alto,0.883,0
20463,Alto,0.63,4
20493,Medio,-0.207,1
20461,Muy alto,1.562,0
20354,Muy alto,1.815,0
20419,Medio,-0.365,1
20471,Medio,-0.015,1
20416,Alto,0.916,0
20093,Medio,-0.092,1
20074,Alto,0.321,4
20408,Medio,0.062,4
20062,Bajo,-0.614,1
20223,Bajo,-0.688,1
20099,Muy alto,1.323,0
20443,Medio,-0.297,1
20423,Alto,0.512,4
20138,Alto,0.493,4
20181,Alto,0.533,4
20552,Alto,0.129,4
20100,Alto,0.926,0
20054,Medio,-0.106,1
20196,Medio,-0.243,1
20536,Medio,0.062,1
20444,Alto,0.319,4
20503,Bajo,-0.52,1
20476,Medio,-0.012,4
20119,Alto,1.029,0
20172,Alto,0.104,4
20147,Alto,0.487,4
20373,Alto,0.694,4
20129,Medio,-0.314,1
20430,Muy alto,1.431,0
20376,Alto,0.761,4
20464,Alto,0.712,4
20332,Alto,0.26,4
20120,Alto,0.303,4
20191,Medio,-0.128,1
20151,Alto,0.409,4
20524,Medio,-0.164,1
20287,Alto,0.309,4
20442,Medio,-0.435,1
20281,Medio,-0.036,4
20556,Medio,0.048,4
20106,Alto,0.519,4
20267,Medio,-0.264,1
20341,Medio,-0.299,1
20521,Alto,1.07,0
20256,Alto,0.138,4
20479,Alto,0.144,4
20518,Medio,-0.066,4
20488,Medio,0.004,4
20047,Bajo,-0.594,1
21114,Muy bajo,-1.564,3
21156,Bajo,-0.687,3
21132,Muy bajo,-1.171,3
21119,Muy bajo,-1.652,3
21019,Bajo,-0.705,3
21140,Muy bajo,-1.166,3
21015,Bajo,-0.861,3
21041,Muy bajo,-1.618,3
21071,Medio,-0.318,3
21174,Bajo,-0.756,3
21208,Medio,-0.156,4
21197,Medio,-0.105,4
21164,Bajo,-0.534,3
21085,Medio,-0.459,1
21154,Bajo,-0.504,3
21074,Bajo,-0.966,3
21010,Muy alto,1.242,0
21001,Medio,-0.286,4
21053,Medio,-0.136,4
21004,Medio,-0.234,4
21207,Alto,0.115,4
21186,Medio,-0.084,4
21177,Alto,0.767,4
21115,Alto,0.279,4
21043,Alto,1.027,4
21045,Medio,-0.325,4
21110,Alto,0.436,4
21034,Bajo,-0.736,3
21180,Medio,-0.432,1
21199,Alto,0.381,4
21003,Medio,-0.229,4
21051,Medio,-0.266,4
21054,Alto,0.312,4
21094,Medio,-0.32,4
21143,Bajo,-0.504,1
21104,Medio,-0.437,3
21142,Medio,-0.258,4
21194,Medio,-0.137,4
21179,Alto,0.147,4
21017,Alto,0.356,4
21106,Alto,0.181,4
21172,Alto,0.541,4
21118,Medio,-0.27,4
21076,Alto,0.527,4
21050,Alto,1.155,0
21149,Alto,0.336,4
21205,Medio,0.017,4
21069,Alto,0.278,4
21195,Muy alto,1.677,0
21083,Alto,0.56,4
21116,Alto,1.168,0
21109,Alto,0.757,4
21153,Bajo,-0.52,1
21090,Bajo,-0.846,3
21189,Medio,-0.396,4
21013,Medio,0.01,4
21169,Alto,0.405,4
21161,Medio,-0.025,4
21065,Medio,0.067,4
21035,Alto,0.166,4
21048,Medio,-0.473,1
21134,Bajo,-0.592,3
21047,Medio,-0.157,4
21058,Muy alto,1.256,0
21183,Muy alto,1.4,0
21099,Alto,0.564,4
21212,Alto,0.873,4
21072,Muy alto,2.434,0
21217,Muy alto,2.065,0
21108,Medio,-0.334,4
21111,Alto,0.933,0
21188,Alto,0.431,4
21163,Bajo,-0.649,3
21067,Medio,-0.086,4
21170,Alto,0.138,4
21214,Medio,0.0,4
21064,Alto,0.671,4
21049,Muy alto,1.581,0
21178,Alto,0.908,4
21211,Bajo,-0.866,3
21124,Alto,0.248,4
21044,Medio,-0.092,4
21006,Muy alto,1.443,0
21078,Muy alto,1.415,0
21063,Medio,-0.223,4
21144,Medio,-0.441,3
21026,Medio,-0.135,4
21117,Bajo,-0.931,3
21145,Muy alto,1.919,0
21036,Muy alto,1.679,0
21213,Alto,1.097,0
21129,Alto,0.278,4
21087,Alto,0.766,4
21075,Alto,0.44,4
21089,Alto,1.159,0
21175,Medio,-0.201,4
21202,Alto,1.146,0
21061,Muy alto,2.085,0
21102,Bajo,-0.537,3
21136,Muy bajo,-1.268,3
21022,Alto,0.284,4
21152,Medio,-0.111,4
21086,Alto,1.09,0
21138,Alto,0.472,4
21167,Muy alto,1.695,0
21107,Muy alto,2.394,0
21008,Medio,-0.276,1
21157,Alto,0.211,4
21091,Bajo,-0.902,3
21122,Bajo,-0.649,3
21040,Alto,0.264,4
21038,Medio,-0.171,4
21100,Alto,0.994,0
21137,Alto,0.448,4
21112,Alto,0.664,4
21023,Alto,0.817,4
21039,Alto,0.79,4
21148,Alto,0.684,4
21191,Alto,0.325,4
21002,Alto,0.737,4
21125,Bajo,-0.872,1
21016,Alto,0.332,4
21082,Medio,-0.198,1
21128,Medio,-0.331,1
21025,Alto,0.505,4
21176,Medio,-0.009,4
21151,Bajo,-0.583,3
21209,Alto,0.397,4
21166,Alto,0.214,4
21185,Alto,0.186,4
21073,Alto,0.232,4
21204,Medio,-0.049,4
21057,Alto,0.683,4
21093,Alto,0.409,4
21046,Medio,0.069,4
21068,Muy alto,1.399,0
21060,Medio,-0.325,3
21150,Alto,0.731,4
21193,Alto,1.027,4
21181,Bajo,-0.596,3
21020,Medio,-0.189,4
21084,Muy alto,1.342,0
21158,Alto,0.801,4
21168,Alto,1.171,4
21012,Medio,0.047,4
21184,Alto,1.004,0
21098,Alto,0.256,4
21203,Alto,0.399,4
21070,Alto,1.137,4
21192,Alto,0.468,4
21147,Alto,0.847,4
21126,Medio,0.071,4
21103,Alto,0.497,4
21173,Bajo,-0.664,1
21066,Alto,0.673,4
21120,Alto,1.206,0
21210,Alto,0.66,4
21155,Alto,0.126,4
21079,Medio,-0.239,1
21187,Alto,1.207,0
21092,Alto,0.901,4
21077,Muy alto,2.09,0
21182,Medio,-0.075,4
21215,Alto,0.718,4
21033,Alto,0.242,4
21062,Alto,0.247,4
21014,Alto,1.179,0
21105,Alto,0.185,4
21055,Alto,0.581,4
21088,Alto,1.037,4
21206,Alto,0.728,4
21113,Alto,0.518,4
21162,Muy alto,1.52,0
21027,Alto,0.727,4
21123,Muy alto,1.532,0
21159,Muy alto,1.475,0
21018,Alto,0.425,4
21029,Alto,0.645,4
21081,Alto,1.19,0
21139,Alto,0.334,4
21171,Medio,-0.402,1
21127,Alto,0.452,4
21130,Medio,0.032,4
21200,Alto,0.471,4
21141,Alto,0.204,4
21201,Alto,0.478,4
21101,Alto,0.326,4
21007,Alto,0.807,4
21042,Alto,0.941,4
21160,Alto,0.3,4
21005,Muy alto,1.755,0
21031,Alto,0.686,4
21096,Medio,-0.165,1
21028,Muy alto,1.45,0
21080,Alto,0.854,4
21216,Alto,1.131,0
21097,Medio,-0.484,1
21037,Medio,0.017,1
21059,Alto,0.358,4
21009,Alto,0.394,4
21011,Alto,0.404,4
21196,Alto,0.151,4
21032,Alto,0.705,4
21056,Alto,0.382,4
21021,Medio,-0.003,4
21121,Alto,0.787,4
21190,Medio,0.04,4
21198,Alto,1.031,0
21052,Alto,0.95,4
21165,Alto,1.064,4
21024,Alto,0.304,4
21131,Alto,0.307,4
21030,Alto,0.703,4
21146,Alto,0.831,4
21133,Alto,0.255,4
21135,Alto,0.596,4
21095,Medio,-0.162,4
22014,Muy bajo,-1.765,3
22016,Muy bajo,-1.297,3
22006,Muy bajo,-1.878,3
22011,Bajo,-1.051,3
22017,Bajo,-0.98,3
22004,Medio,-0.007,4
22012,Bajo,-0.86,1
22005,Medio,-0.414,1
22001,Alto,0.101,4
22007,Bajo,-0.652,3
22008,Medio,-0.393,1
22018,Medio,-0.051,1
22009,Medio,-0.308,1
22002,Alto,0.509,4
22013,Medio,-0.003,1
22010,Alto,0.292,4
22003,Medio,-0.162,1
22015,Medio,-0.236,1
23005,Muy bajo,-1.474,3
23004,Muy bajo,-1.109,3
23008,Muy bajo,-1.477,3
23001,Muy bajo,-1.246,3
23002,Alto,0.424,4
23010,Alto,0.203,4
23006,Alto,0.304,4
23009,Bajo,-0.874,3
23007,Alto,0.302,4
23003,Bajo,-0.685,3
24028,Muy bajo,-1.704,3
24035,Muy bajo,-1.694,3
24013,Bajo,-0.827,3
24020,Muy bajo,-1.119,3
24024,Medio,-0.416,1
24037,Alto,0.393,4
24021,Medio,-0.192,1
24054,Alto,0.724,4
24050,Medio,-0.29,1
24003,Muy alto,2.112,0
24011,Bajo,-0.615,3
24016,Medio,-0.395,3
24032,Alto,0.124,4
24040,Medio,-0.344,1
24053,Medio,0.046,4
24049,Alto,0.228,4
24010,Medio,0.017,4
24025,Medio,-0.269,4
24057,Alto,0.621,4
24036,Alto,0.543,4
24017,Alto,0.965,0
24055,Medio,-0.262,1
24058,Medio,-0.485,1
24008,Bajo,-0.665,3
24029,Alto,1.015,0
24015,Medio,-0.454,3
24012,Alto,1.111,0
24041,Alto,0.715,4
24022,Alto,0.432,4
24007,Bajo,-0.738,3
24005,Bajo,-0.701,3
24001,Alto,0.257,4
24046,Alto,0.111,4
24018,Alto,0.819,4
24039,Alto,0.963,0
24038,Alto,0.589,4
24023,Alto,0.293,4
24056,Medio,-0.063,4
24014,Alto,0.564,4
24042,Medio,-0.166,4
24051,Medio,-0.293,1
24034,Alto,0.254,4
24045,Medio,0.057,4
24033,Alto,0.099,4
24031,Muy alto,2.257,0
24027,Medio,-0.22,4
24052,Alto,0.246,4
24006,Alto,0.344,4
24047,Alto,0.808,4
24043,Alto,0.181,4
24026,Alto,1.008,0
24002,Alto,0.598,4
24044,Alto,0.547,4
24019,Alto,0.615,4
24048,Bajo,-0.585,1
24030,Medio,-0.066,1
24009,Bajo,-0.54,1
24004,Alto,0.387,4
25006,Muy bajo,-1.497,3
25012,Muy bajo,-1.527,3
25001,Muy bajo,-1.223,3
25011,Bajo,-0.705,1
25018,Medio,-0.433,1
25010,Medio,-0.355,1
25017,Alto,0.13,4
25015,Muy bajo,-1.35,3
25009,Bajo,-0.748,3
25008,Medio,-0.43,1
25014,Bajo,-0.658,1
25002,Bajo,-0.813,1
25013,Medio,-0.105,4
25007,Alto,0.319,4
25003,Alto,0.676,4
25004,Bajo,-0.546,1
25016,Medio,-0.211,1
25005,Medio,-0.317,1
26030,Muy bajo,-1.728,3
26018,Muy bajo,-1.478,3
26043,Muy bajo,-1.557,3
26055,Muy bajo,-1.292,3
26042,Bajo,-1.009,3
26029,Muy bajo,-1.258,3
26017,Muy bajo,-1.169,3
26002,Muy bajo,-1.455,3
26033,Bajo,-0.542,1
26026,Medio,-0.148,4
26048,Muy bajo,-1.515,3
26025,Muy bajo,-1.258,3
26019,Muy bajo,-1.867,3
26036,Muy bajo,-1.604,3
26003,Medio,-0.034,4
26012,Bajo,-0.518,1
26071,Bajo,-0.774,3
26070,Bajo,-0.947,3
26058,Muy bajo,-1.51,3
26072,Medio,-0.357,4
26041,Muy bajo,-1.669,3
26035,Muy bajo,-1.145,3
26004,Muy bajo,-1.093,3
26047,Muy bajo,-1.271,3
26056,Medio,0.062,4
26066,Muy bajo,-1.179,1
26027,Muy bajo,-1.596,3
26039,Muy bajo,-1.549,3
26023,Muy bajo,-1.286,1
26069,Medio,-0.21,1
26052,Bajo,-0.835,1
26016,Muy bajo,-1.459,3
26051,Medio,-0.296,1
26038,Muy bajo,-1.399,1
26020,Bajo,-0.786,1
26014,Bajo,-1.068,1
26049,Alto,1.048,2
26001,Bajo,-1.044,1
26006,Muy bajo,-1.089,1
26045,Medio,-0.439,1
26021,Bajo,-0.693,1
26040,Medio,-0.266,1
26059,Muy bajo,-1.137,1
26013,Muy bajo,-1.232,1
26064,Bajo,-0.532,1
26060,Bajo,-0.785,1
26011,Muy bajo,-1.254,1
26067,Muy bajo,-1.41,1
26057,Bajo,-0.987,1
