CVE_MUN,GM,IM,linear Component 1,linear Component 2,linear Component 3,rbf Component 1,rbf Component 2,rbf Component 3,cosine Component 1,cosine Component 2,cosine Component 3,sigmoid Component 1,sigmoid Component 2,sigmoid Component 3
01001,Muy bajo,-1.676,-0.033821307550697205,0.014172692941616253,-0.00821494622504282,0.032755470041928914,-0.030399362095776643,0.0058771682246009415,-0.02793867948973045,0.009002036186254553,0.0038176346989702813,-0.03594941374346986,0.004947037654491112,0.003270812153554424
01005,Muy bajo,-1.256,-0.02533590728923464,0.005887727185193055,-0.0018854461229769763,0.035213464778677095,-0.007033095831168716,0.008896039398286123,-0.028289449985010064,0.0009009355737030649,0.002606794437602072,-0.027163023585733304,-0.002565796858538158,-0.0019804429497517866
01003,Bajo,-0.698,-0.014086936686376087,-0.011277225509512085,0.0025382898683155106,0.016795033580436183,0.020161197217150643,-0.019347559864456375,-0.020349561611741437,-0.0033332179698010054,-0.034259456591469596,-0.014582167096992574,-0.01239294654541324,-0.028192910760300303
01007,Bajo,-1.045,-0.021090010950842175,0.00456801235675937,0.0012026234291390514,0.03230843858632873,0.0016199859918028026,-0.008560225263752323,-0.027727429565709987,0.005249967272644664,-0.007776623534508846,-0.02238687642169489,0.0019747037724582315,-0.013044149712059975
01006,Muy bajo,-1.129,-0.022793563718824857,0.005435108669789274,-0.001798579591489176,0.0340229688212495,-0.006276262775156932,-0.013239357471390153,-0.027469049684334914,0.010588848900224013,-0.00908382690995235,-0.024117171034019766,0.004616658495542941,-0.01735893435941533
01002,Bajo,-0.565,-0.011401157586608954,-0.008034213473603785,0.014903980747615737,0.009538363917056687,0.03371361068656636,0.02188802593931072,-0.01587155145885089,-0.03462477579424199,-0.0061345541473309135,-0.01174363911723603,-0.021391265054696084,-0.00027628246848590554
01011,Muy bajo,-1.156,-0.02332646676301402,0.0033210462054195306,-0.00043358565662840345,0.03227661478102623,-0.0003527229791503977,0.008365424275862293,-0.02734027703307992,-0.0012354368312354482,-0.0005061698231334269,-0.024991310819759634,-0.0030432333315006427,-0.006305188103872324
01009,Bajo,-0.595,-0.012018172351068262,-0.010934603855420642,0.011540104582433527,0.010263839580644269,0.03206576783758863,0.020735681696036373,-0.016079973894496287,-0.03164268131622171,-0.008512542108702533,-0.012449682547895427,-0.02222661129833062,-0.005592128514815182
01010,Bajo,-0.614,-0.012391445881921852,0.003226903213764359,0.011441321048696029,0.017589371471976284,0.02644196111626452,0.001348183174164252,-0.024198398355579142,-0.014456642964184136,-0.0036988542505132257,-0.012373833041609649,-0.002746361423210697,0.000791568944023267
01004,Bajo,-0.674,-0.013593722461350112,-0.010073269077673893,0.009494028365123046,0.012144995837480575,0.02727372829130968,0.019184502644298388,-0.016826379916786153,-0.026199535547471467,-0.009695487625415744,-0.01431476651992582,-0.01970457768981418,-0.008107512454353316
